LahmanID,Year,Team,Lg
hearnji01,1952,NY,N
hodgegi01,1952,BRO,N
irvinmo01,1952,NY,N
kinerra01,1952,PIT,N
lockmwh01,1952,NY,N
maglisa01,1952,NY,N
musiast01,1952,STL,N
reesepe01,1952,BRO,N
roberro01,1952,PHI,N
robinja02,1952,BRO,N
roepr01,1952,BRO,N
rushbo01,1952,CHI,N
sauerha01,1952,CHI,N
schoere01,1952,STL,N
simmocu01,1952,PHI,N
slaugen01,1952,STL,N
snidedu01,1952,BRO,N
spahnwa01,1952,BOS,N
stalege01,1952,STL,N
thomsbo01,1952,NY,N
westrwe01,1952,NY,N
bauerha01,1953,NY,A
berrayo01,1953,NY,A
carrach01,1953,CHI,A
dobyla01,1953,CLE,A
fainfe01,1953,CHI,A
foxne01,1953,CHI,A
garcimi01,1953,CLE,A
goodmbi01,1953,BOS,A
huntebi03,1953,STL,A
kellge01,1953,BOS,A
kuennha01,1953,DET,A
lemonbo01,1953,CLE,A
mantlmi01,1953,NY,A
minosmi01,1953,CHI,A
mizejo01,1953,NY,A
paigesa01,1953,STL,A
piercbi02,1953,CHI,A
reynoal01,1953,NY,A
rizzuph01,1953,NY,A
robined01,1953,PHI,A
rosenal01,1953,CLE,A
sainjo01,1953,NY,A
vernomi01,1953,WAS,A
whitesa02,1953,BOS,A
willite01,1953,BOS,A
zernigu01,1953,PHI,A
ashburi01,1953,PHI,N
bellhi01,1953,CIN,N
camparo01,1953,BRO,N
crandde01,1953,MIL,N
dicksmu01,1953,PIT,N
furilca01,1953,BRO,N
haddiha01,1953,STL,N
hamnegr01,1953,PHI,N
hodgegi01,1953,BRO,N
kinerra01,1953,CHI,N
kluszte01,1953,CIN,N
matheed01,1953,MIL,N
mcculcl01,1953,CHI,N
musiast01,1953,STL,N
reesepe01,1953,BRO,N
ricede01,1953,STL,N
roberro01,1953,PHI,N
robinja02,1953,BRO,N
schoere01,1953,STL,N
simmocu01,1953,PHI,N
slaugen01,1953,STL,N
snidedu01,1953,BRO,N
spahnwa01,1953,MIL,N
stalege01,1953,STL,N
westrwe01,1953,NY,N
wilheho01,1953,NY,N
willida03,1953,NY,N
avilabo01,1954,CLE,A
bauerha01,1954,NY,A
berrayo01,1954,NY,A
boonera01,1954,DET,A
carrach01,1954,CHI,A
consusa01,1954,CHI,A
dobyla01,1954,CLE,A
fainfe01,1954,CHI,A
finigji01,1954,PHI,A
fordwh01,1954,NY,A
foxne01,1954,CHI,A
garcimi01,1954,CLE,A
keegabo01,1954,CHI,A
kellge01,1954,CHI,A
kuennha01,1954,DET,A
lemonbo01,1954,CLE,A
lollash01,1954,CHI,A
mantlmi01,1954,NY,A
minosmi01,1954,CHI,A
norenir01,1954,NY,A
piersji01,1954,BOS,A
portebo01,1954,WAS,A
reynoal01,1954,NY,A
rosenal01,1954,CLE,A
stonede01,1954,WAS,A
truckvi01,1954,CHI,A
turlebo01,1954,BAL,A
vernomi01,1954,WAS,A
willite01,1954,BOS,A
antonjo02,1954,NY,N
bellhi01,1954,CIN,N
burgesm01,1954,PHI,N
camparo01,1954,BRO,N
conlege01,1954,MIL,N
crandde01,1954,MIL,N
darkal01,1954,NY,N
erskica01,1954,BRO,N
grissma01,1954,NY,N
haddiha01,1954,STL,N
hamnegr01,1954,PHI,N
hodgegi01,1954,BRO,N
jablora01,1954,STL,N
jacksra01,1954,CHI,N
kluszte01,1954,CIN,N
mayswi01,1954,NY,N
muelldo01,1954,NY,N
musiast01,1954,STL,N
reesepe01,1954,BRO,N
roberro01,1954,PHI,N
robinja02,1954,BRO,N
schoere01,1954,STL,N
snidedu01,1954,BRO,N
spahnwa01,1954,MIL,N
thomafr03,1954,PIT,N
wilsoji02,1954,MIL,N
avilabo01,1955,CLE,A
berrayo01,1955,NY,A
carrach01,1955,CHI,A
dobyla01,1955,CLE,A
donovdi01,1955,CHI,A
finigji01,1955,KC,A
fordwh01,1955,NY,A
foxne01,1955,CHI,A
hoeftbi01,1955,DET,A
jenseja01,1955,BOS,A
kalinal01,1955,DET,A
kuennha01,1955,DET,A
lollash01,1955,CHI,A
mantlmi01,1955,NY,A
piercbi02,1955,CHI,A
powervi01,1955,KC,A
rosenal01,1955,CLE,A
scorehe01,1955,CLE,A
smithal04,1955,CLE,A
sullifr01,1955,BOS,A
turlebo01,1955,NY,A
vernomi01,1955,WAS,A
willite01,1955,BOS,A
wilsoji02,1955,BAL,A
wynnea01,1955,CLE,A
aaronha01,1955,MIL,N
arroylu01,1955,STL,N
bakerge02,1955,CHI,N
bankser01,1955,CHI,N
burgesm01,1955,CIN,N
camparo01,1955,BRO,N
conlege01,1955,MIL,N
crandde01,1955,MIL,N
ennisde01,1955,PHI,N
haddiha01,1955,STL,N
hodgegi01,1955,BRO,N
jacksra01,1955,CHI,N
jonessa02,1955,CHI,N
kluszte01,1955,CIN,N
loganjo01,1955,MIL,N
lopatst01,1955,PHI,N
matheed01,1955,MIL,N
mayswi01,1955,NY,N
muelldo01,1955,NY,N
musiast01,1955,STL,N
newcodo01,1955,BRO,N
nuxhajo01,1955,CIN,N
roberro01,1955,PHI,N
schoere01,1955,STL,N
snidedu01,1955,BRO,N
thomafr03,1955,PIT,N
berrayo01,1956,NY,A
boonera01,1956,DET,A
breweto01,1956,BOS,A
fordwh01,1956,NY,A
foxne01,1956,CHI,A
kalinal01,1956,DET,A
kellge01,1956,BAL,A
kucksjo01,1956,NY,A
kuennha01,1956,DET,A
lollash01,1956,CHI,A
mantlmi01,1956,NY,A
martibi02,1956,NY,A
maxwech01,1956,DET,A
mcdougi01,1956,NY,A
narlera01,1956,CLE,A
piercbi02,1956,CHI,A
piersji01,1956,BOS,A
powervi01,1956,KC,A
scorehe01,1956,CLE,A
sievero01,1956,WAS,A
simpsha01,1956,KC,A
sullifr01,1956,BOS,A
vernomi01,1956,BOS,A
willite01,1956,BOS,A
wilsoji02,1956,CHI,A
wynnea01,1956,CLE,A
aaronha01,1956,MIL,N
antonjo02,1956,NY,N
baileed01,1956,CIN,N
bankser01,1956,CHI,N
bellhi01,1956,CIN,N
boyerke01,1956,STL,N
camparo01,1956,BRO,N
crandde01,1956,MIL,N
frienbo01,1956,PIT,N
gilliji01,1956,BRO,N
kluszte01,1956,CIN,N
labincl01,1956,BRO,N
lawrebr01,1956,CIN,N
longda02,1956,PIT,N
lopatst01,1956,PHI,N
matheed01,1956,MIL,N
mayswi01,1956,NY,N
mcmilro01,1956,CIN,N
musiast01,1956,STL,N
nuxhajo01,1956,CIN,N
repulri01,1956,STL,N
roberro01,1956,PHI,N
robinfr02,1956,CIN,N
snidedu01,1956,BRO,N
spahnwa01,1956,MIL,N
templjo01,1956,CIN,N
berrayo01,1957,NY,A
bunniji01,1957,DET,A
demaejo01,1957,KC,A
foxne01,1957,CHI,A
grimbo01,1957,NY,A
howarel01,1957,NY,A
kalinal01,1957,DET,A
kellge01,1957,BAL,A
kuennha01,1957,DET,A
loesbi01,1957,BAL,A
malzofr01,1957,BOS,A
mantlmi01,1957,NY,A
maxwech01,1957,DET,A
mcdougi01,1957,NY,A
minosmi01,1957,CHI,A
mossido01,1957,CLE,A
piercbi02,1957,CHI,A
richabo01,1957,NY,A
shantbo01,1957,NY,A
sievero01,1957,WAS,A
skowrbi01,1957,NY,A
triangu01,1957,BAL,A
wertzvi01,1957,CLE,A
willite01,1957,BOS,A
wynnea01,1957,CLE,A
aaronha01,1957,MIL,N
antonjo02,1957,NY,N
baileed01,1957,CIN,N
bankser01,1957,CHI,N
bellhi01,1957,CIN,N
burdele01,1957,MIL,N
cimolgi01,1957,BRO,N
foileha01,1957,PIT,N
hoakdo01,1957,CIN,N
hodgegi01,1957,BRO,N
jacksla01,1957,STL,N
labincl01,1957,BRO,N
loganjo01,1957,MIL,N
matheed01,1957,MIL,N
mayswi01,1957,NY,N
mcmilro01,1957,CIN,N
moonwa01,1957,STL,N
musiast01,1957,STL,N
robinfr02,1957,CIN,N
sanfoja02,1957,PHI,N
schoere01,1957,MIL,N
simmocu01,1957,PHI,N
smithha09,1957,STL,N
spahnwa01,1957,MIL,N
templjo01,1957,CIN,N
aparilu01,1958,CHI,A
berrayo01,1958,NY,A
bridgro01,1958,WAS,A
cervbo01,1958,KC,A
durenry01,1958,NY,A
fordwh01,1958,NY,A
foxne01,1958,CHI,A
howarel01,1958,NY,A
jenseja01,1958,BOS,A
kalinal01,1958,DET,A
kubekto01,1958,NY,A
kuennha01,1958,DET,A
lollash01,1958,CHI,A
malzofr01,1958,BOS,A
mantlmi01,1958,NY,A
mcdougi01,1958,NY,A
narlera01,1958,CLE,A
o'delbi01,1958,BAL,A
piercbi02,1958,CHI,A
skowrbi01,1958,NY,A
triangu01,1958,BAL,A
turlebo01,1958,NY,A
vernomi01,1958,CLE,A
willite01,1958,BOS,A
wynnea01,1958,CHI,A
aaronha01,1958,MIL,N
antonjo02,1958,SF,N
ashburi01,1958,PHI,N
bankser01,1958,CHI,N
blasido01,1958,STL,N
crandde01,1958,MIL,N
crowege01,1958,CIN,N
farretu01,1958,PHI,N
frienbo01,1958,PIT,N
jacksla01,1958,STL,N
loganjo01,1958,MIL,N
matheed01,1958,MIL,N
mayswi01,1958,SF,N
mazerbi01,1958,PIT,N
mcmahdo02,1958,MIL,N
morynwa01,1958,CHI,N
musiast01,1958,STL,N
podrejo01,1958,LA,N
purkebo01,1958,CIN,N
rosebjo01,1958,LA,N
schmibo02,1958,SF,N
skinnbo01,1958,PIT,N
spahnwa01,1958,MIL,N
thomafr03,1958,PIT,N
wallsle01,1958,CHI,N
allisbo01,1959,WAS,A
aparilu01,1959,CHI,A
berrayo01,1959,NY,A
bunniji01,1959,DET,A
colavro01,1959,CLE,A
daleybu01,1959,KC,A
durenry01,1959,NY,A
fordwh01,1959,NY,A
foxne01,1959,CHI,A
howarel01,1959,NY,A
kalinal01,1959,DET,A
killeha01,1959,WAS,A
kubekto01,1959,NY,A
kuennha01,1959,DET,A
lollash01,1959,CHI,A
malzofr01,1959,BOS,A
mantlmi01,1959,NY,A
marisro01,1959,KC,A
mcdougi01,1959,NY,A
mclisca01,1959,CLE,A
minosmi01,1959,CLE,A
o'delbi01,1959,BAL,A
pascuca02,1959,WAS,A
piercbi02,1959,CHI,A
powervi01,1959,CLE,A
ramospe01,1959,WAS,A
richabo01,1959,NY,A
runnepe01,1959,BOS,A
sievero01,1959,WAS,A
skowrbi01,1959,NY,A
triangu01,1959,BAL,A
walkeje01,1959,BAL,A
wilheho01,1959,BAL,A
willite01,1959,BOS,A
woodlge01,1959,BAL,A
wynnea01,1959,CHI,A
aaronha01,1959,MIL,N
antonjo02,1959,SF,N
bankser01,1959,CHI,N
boyerke01,1959,STL,N
burdele01,1959,MIL,N
burgesm01,1959,PIT,N
cepedor01,1959,SF,N
conlege01,1959,PHI,N
crandde01,1959,MIL,N
cunnijo01,1959,STL,N
drysddo01,1959,LA,N
elstodo01,1959,CHI,N
facero01,1959,PIT,N
gilliji01,1959,LA,N
groatdi01,1959,PIT,N
jonessa02,1959,SF,N
loganjo01,1959,MIL,N
matheed01,1959,MIL,N
mayswi01,1959,SF,N
mazerbi01,1959,PIT,N
mizelvi01,1959,STL,N
moonwa01,1959,LA,N
musiast01,1959,STL,N
nealch01,1959,LA,N
pinsova01,1959,CIN,N
robinfr02,1959,CIN,N
smithha09,1959,STL,N
spahnwa01,1959,MIL,N
templjo01,1959,CIN,N
whitebi03,1959,STL,N
aparilu01,1960,CHI,A
bellge02,1960,CLE,A
berrayo01,1960,NY,A
coateji01,1960,NY,A
daleybu01,1960,KC,A
estrach01,1960,BAL,A
fordwh01,1960,NY,A
foxne01,1960,CHI,A
gentiji01,1960,BAL,A
hansero02,1960,BAL,A
howarel01,1960,NY,A
kalinal01,1960,DET,A
kuennha01,1960,CLE,A
laryfr01,1960,DET,A
lemonji01,1960,WAS,A
lollash01,1960,CHI,A
malzofr01,1960,BOS,A
mantlmi01,1960,NY,A
marisro01,1960,NY,A
minosmi01,1960,CHI,A
monbobi01,1960,BOS,A
pascuca02,1960,WAS,A
powervi01,1960,CLE,A
robinbr01,1960,BAL,A
runnepe01,1960,BOS,A
skowrbi01,1960,NY,A
smithal04,1960,CHI,A
stalege01,1960,CHI,A
stigmdi01,1960,CLE,A
willite01,1960,BOS,A
wynnea01,1960,CHI,A
aaronha01,1960,MIL,N
adcocjo01,1960,MIL,N
baileed01,1960,CIN,N
bankser01,1960,CHI,N
boyerke01,1960,STL,N
buhlbo01,1960,MIL,N
burgesm01,1960,PIT,N
cepedor01,1960,SF,N
clemero01,1960,PIT,N
crandde01,1960,MIL,N
facero01,1960,PIT,N
frienbo01,1960,PIT,N
groatdi01,1960,PIT,N
henrybi01,1960,CIN,N
jacksla01,1960,STL,N
larkeno01,1960,LA,N
lawve01,1960,PIT,N
matheed01,1960,MIL,N
mayswi01,1960,SF,N
mazerbi01,1960,PIT,N
mccormi03,1960,SF,N
mcdanli01,1960,STL,N
musiast01,1960,STL,N
nealch01,1960,LA,N
pinsova01,1960,CIN,N
podrejo01,1960,LA,N
skinnbo01,1960,PIT,N
tayloto02,1960,PHI,N
whitebi03,1960,STL,N
willist02,1960,LA,N
aparilu01,1961,CHI,A
arroylu01,1961,NY,A
berrayo01,1961,NY,A
brandja01,1961,BAL,A
bunniji01,1961,DET,A
cashno01,1961,DET,A
colavro01,1961,DET,A
donovdi01,1961,WAS,A
durenry01,1961,LA,A
fordwh01,1961,NY,A
fornimi01,1961,BOS,A
foxne01,1961,CHI,A
francti01,1961,CLE,A
gentiji01,1961,BAL,A
howarel01,1961,NY,A
howsedi01,1961,KC,A
kalinal01,1961,DET,A
killeha01,1961,MIN,A
kubekto01,1961,NY,A
laryfr01,1961,DET,A
latmaba01,1961,CLE,A
mantlmi01,1961,NY,A
marisro01,1961,NY,A
mcbrike01,1961,LA,A
pascuca02,1961,MIN,A
perryji01,1961,CLE,A
piercbi02,1961,CHI,A
robinbr01,1961,BAL,A
romanjo01,1961,CLE,A
schwado01,1961,BOS,A
sievero01,1961,CHI,A
skowrbi01,1961,NY,A
templjo01,1961,CLE,A
wilheho01,1961,BAL,A
aaronha01,1961,MIL,N
altmage01,1961,CHI,N
baileed01,1961,SF,N
bankser01,1961,CHI,N
bollifr01,1961,MIL,N
boyerke01,1961,STL,N
burgesm01,1961,PIT,N
cepedor01,1961,SF,N
clemero01,1961,PIT,N
drysddo01,1961,LA,N
facero01,1961,PIT,N
jayjo01,1961,CIN,N
kaskoed01,1961,CIN,N
koufasa01,1961,LA,N
mahafar01,1961,PHI,N
matheed01,1961,MIL,N
mayswi01,1961,SF,N
mccormi03,1961,SF,N
millest01,1961,SF,N
musiast01,1961,STL,N
purkebo01,1961,CIN,N
robinfr02,1961,CIN,N
rosebjo01,1961,LA,N
spahnwa01,1961,MIL,N
stuardi01,1961,PIT,N
whitebi03,1961,STL,N
willsma01,1961,LA,N
zimmedo01,1961,CHI,N
aguirha01,1962,DET,A
aparilu01,1962,CHI,A
batteea01,1962,MIN,A
berrayo01,1962,NY,A
bunniji01,1962,DET,A
colavro01,1962,DET,A
donovdi01,1962,CLE,A
gentiji01,1962,BAL,A
herbera01,1962,CHI,A
howarel01,1962,NY,A
kaatji01,1962,MIN,A
kalinal01,1962,DET,A
landiji01,1962,CHI,A
mantlmi01,1962,NY,A
marisro01,1962,NY,A
mcbrike01,1962,LA,A
monbobi01,1962,BOS,A
moranbi02,1962,LA,A
pappami01,1962,BAL,A
pascuca02,1962,MIN,A
richabo01,1962,NY,A
robinbr01,1962,BAL,A
rolliri01,1962,MIN,A
romanjo01,1962,CLE,A
runnepe01,1962,BOS,A
siebeno01,1962,KC,A
stenhda01,1962,WAS,A
terryra01,1962,NY,A
thomale03,1962,LA,A
treshto01,1962,NY,A
wagnele01,1962,LA,A
wilheho01,1962,BAL,A
aaronha01,1962,MIL,N
aloufe01,1962,SF,N
altmage01,1962,CHI,N
ashburi01,1962,NY,N
bankser01,1962,CHI,N
bollifr01,1962,MIL,N
boyerke01,1962,STL,N
callijo01,1962,PHI,N
cepedor01,1962,SF,N
clemero01,1962,PIT,N
crandde01,1962,MIL,N
davenji01,1962,SF,N
davisto02,1962,LA,N
drysddo01,1962,LA,N
farretu01,1962,HOU,N
gibsobo01,1962,STL,N
groatdi01,1962,PIT,N
koufasa01,1962,LA,N
mahafar01,1962,PHI,N
maricju01,1962,SF,N
matheed01,1962,MIL,N
mayswi01,1962,SF,N
mazerbi01,1962,PIT,N
musiast01,1962,STL,N
podrejo01,1962,LA,N
purkebo01,1962,CIN,N
robinfr02,1962,CIN,N
rosebjo01,1962,LA,N
shawbo01,1962,MIL,N
spahnwa01,1962,MIL,N
willibi01,1962,CHI,N
willsma01,1962,LA,N
allisbo01,1963,MIN,A
aparilu01,1963,BAL,A
barbest01,1963,BAL,A
batteea01,1963,MIN,A
boutoji01,1963,NY,A
bunniji01,1963,DET,A
foxne01,1963,CHI,A
grantmu01,1963,CLE,A
howarel01,1963,NY,A
kalinal01,1963,DET,A
killeha01,1963,MIN,A
leppedo02,1963,WAS,A
malzofr01,1963,BOS,A
mantlmi01,1963,NY,A
mcbrike01,1963,LA,A
monbobi01,1963,BOS,A
pearsal02,1963,LA,A
pepitjo01,1963,NY,A
pizarju01,1963,CHI,A
radatdi01,1963,BOS,A
richabo01,1963,NY,A
robinbr01,1963,BAL,A
siebeno01,1963,KC,A
treshto01,1963,NY,A
versazo01,1963,MIN,A
wagnele01,1963,LA,A
yastrca01,1963,BOS,A
aaronha01,1963,MIL,N
baileed01,1963,SF,N
boyerke01,1963,STL,N
cepedor01,1963,SF,N
clemero01,1963,PIT,N
culpra01,1963,PHI,N
davisto02,1963,LA,N
drysddo01,1963,LA,N
edwarjo01,1963,CIN,N
groatdi01,1963,STL,N
jacksla01,1963,CHI,N
javieju01,1963,STL,N
koufasa01,1963,LA,N
maricju01,1963,SF,N
mayswi01,1963,SF,N
mazerbi01,1963,PIT,N
mccovwi01,1963,SF,N
musiast01,1963,STL,N
o'tooji01,1963,CIN,N
santoro01,1963,CHI,N
snidedu01,1963,NY,N
spahnwa01,1963,MIL,N
torrejo01,1963,MIL,N
whitebi03,1963,STL,N
willsma01,1963,LA,N
woodeha01,1963,HOU,N
allisbo01,1964,MIN,A
aparilu01,1964,BAL,A
bressed01,1964,BOS,A
chancde01,1964,LA,A
colavro01,1964,KC,A
fordwh01,1964,NY,A
freehbi01,1964,DET,A
fregoji01,1964,LA,A
hallji02,1964,MIN,A
hintoch01,1964,WAS,A
howarel01,1964,NY,A
kalinal01,1964,DET,A
killeha01,1964,MIN,A
kralija01,1964,CLE,A
lumpeje01,1964,DET,A
malzofr01,1964,BOS,A
mantlmi01,1964,NY,A
olivato01,1964,MIN,A
pascuca02,1964,MIN,A
pepitjo01,1964,NY,A
peterga01,1964,CHI,A
pizarju01,1964,CHI,A
radatdi01,1964,BOS,A
richabo01,1964,NY,A
robinbr01,1964,BAL,A
siebeno01,1964,BAL,A
wyattjo02,1964,KC,A
aaronha01,1964,MIL,N
boyerke01,1964,STL,N
bunniji01,1964,PHI,N
burgesm01,1964,PIT,N
callijo01,1964,PHI,N
cardele01,1964,CIN,N
cepedor01,1964,SF,N
clemero01,1964,PIT,N
drysddo01,1964,LA,N
edwarjo01,1964,CIN,N
ellswdi01,1964,CHI,N
farretu01,1964,HOU,N
floodcu01,1964,STL,N
groatdi01,1964,STL,N
huntro01,1964,NY,N
koufasa01,1964,LA,N
maricju01,1964,SF,N
mayswi01,1964,SF,N
mazerbi01,1964,PIT,N
santoro01,1964,CHI,N
shortch02,1964,PHI,N
stargwi01,1964,PIT,N
torrejo01,1964,MIL,N
whitebi03,1964,STL,N
willibi01,1964,CHI,N
alvisma01,1965,CLE,A
batteea01,1965,MIN,A
colavro01,1965,CLE,A
davalvi01,1965,CLE,A
fisheed02,1965,CHI,A
freehbi01,1965,DET,A
grantmu01,1965,MIN,A
hallji02,1965,MIN,A
hortowi01,1965,DET,A
howarel01,1965,NY,A
kalinal01,1965,DET,A
killeha01,1965,MIN,A
leebo01,1965,CAL,A
mantife01,1965,BOS,A
mantlmi01,1965,NY,A
mcauldi01,1965,DET,A
mcdowsa01,1965,CLE,A
o'donjo02,1965,KC,A
olivato01,1965,MIN,A
pappami01,1965,BAL,A
pepitjo01,1965,NY,A
richabo01,1965,NY,A
richepe01,1965,WAS,A
robinbr01,1965,BAL,A
skowrbi01,1965,CHI,A
stottme01,1965,NY,A
versazo01,1965,MIN,A
yastrca01,1965,BOS,A
aaronha01,1965,MIL,N
allendi01,1965,PHI,N
bankser01,1965,CHI,N
callijo01,1965,PHI,N
cardele01,1965,CIN,N
clemero01,1965,PIT,N
drysddo01,1965,LA,N
edwarjo01,1965,CIN,N
ellissa01,1965,CIN,N
farretu01,1965,HOU,N
gibsobo01,1965,STL,N
koufasa01,1965,LA,N
kraneed01,1965,NY,N
malonji01,1965,CIN,N
maricju01,1965,SF,N
mayswi01,1965,SF,N
robinfr02,1965,CIN,N
rojasco01,1965,PHI,N
rosepe01,1965,CIN,N
santoro01,1965,CHI,N
stargwi01,1965,PIT,N
torrejo01,1965,MIL,N
vealebo01,1965,PIT,N
willibi01,1965,CHI,N
willsma01,1965,LA,N
ageeto01,1966,CHI,A
barbest01,1966,BAL,A
batteea01,1966,MIN,A
bellge02,1966,CLE,A
cashno01,1966,DET,A
colavro01,1966,CLE,A
etchean01,1966,BAL,A
freehbi01,1966,DET,A
fregoji01,1966,CAL,A
hunteca01,1966,KC,A
kaatji01,1966,MIN,A
kalinal01,1966,DET,A
killeha01,1966,MIN,A
knoopbo01,1966,CAL,A
mcauldi01,1966,DET,A
mcdowsa01,1966,CLE,A
mclaide01,1966,DET,A
olivato01,1966,MIN,A
richabo01,1966,NY,A
richepe01,1966,WAS,A
robinbr01,1966,BAL,A
robinfr02,1966,BAL,A
scottge02,1966,BOS,A
siebeso01,1966,CLE,A
stottme01,1966,NY,A
yastrca01,1966,BOS,A
aaronha01,1966,ATL,N
allendi01,1966,PHI,N
aloufe01,1966,ATL,N
bunniji01,1966,PHI,N
cardele01,1966,CIN,N
clemero01,1966,PIT,N
floodcu01,1966,STL,N
gibsobo01,1966,STL,N
halleto01,1966,SF,N
hartji01,1966,SF,N
huntro01,1966,NY,N
koufasa01,1966,LA,N
lefebji01,1966,LA,N
maricju01,1966,SF,N
mayswi01,1966,SF,N
mccarti01,1966,STL,N
mccoobi01,1966,CIN,N
mccovwi01,1966,SF,N
morgajo02,1966,HOU,N
perryga01,1966,SF,N
raymocl01,1966,HOU,N
reganph01,1966,LA,N
santoro01,1966,CHI,N
stargwi01,1966,PIT,N
torrejo01,1966,ATL,N
vealebo01,1966,PIT,N
willsma01,1966,LA,N
ageeto01,1967,CHI,A
alvisma01,1967,CLE,A
berryke01,1967,CHI,A
carewro01,1967,MIN,A
casanpa01,1967,WAS,A
chancde01,1967,MIN,A
conigto01,1967,BOS,A
downial01,1967,NY,A
etchean01,1967,BAL,A
freehbi01,1967,DET,A
fregoji01,1967,CAL,A
hargast01,1967,CLE,A
horlejo01,1967,CHI,A
hunteca01,1967,KC,A
kalinal01,1967,DET,A
killeha01,1967,MIN,A
lonboji01,1967,BOS,A
mantlmi01,1967,NY,A
mcauldi01,1967,DET,A
mcgloji01,1967,CAL,A
minchdo01,1967,CAL,A
olivato01,1967,MIN,A
peterga01,1967,CHI,A
petrori01,1967,BOS,A
robinbr01,1967,BAL,A
robinfr02,1967,BAL,A
yastrca01,1967,BOS,A
aaronha01,1967,ATL,N
allendi01,1967,PHI,N
alleyge01,1967,PIT,N
bankser01,1967,CHI,N
brocklo01,1967,STL,N
cepedor01,1967,STL,N
clemero01,1967,PIT,N
cuellmi01,1967,HOU,N
drysddo01,1967,LA,N
gibsobo01,1967,STL,N
halleto01,1967,SF,N
helmsto01,1967,CIN,N
jenkife01,1967,CHI,N
lemasde01,1967,ATL,N
maricju01,1967,SF,N
mayswi01,1967,SF,N
mazerbi01,1967,PIT,N
mccarti01,1967,STL,N
osteecl01,1967,LA,N
perezto01,1967,CIN,N
rosepe01,1967,CIN,N
seaveto01,1967,NY,N
shortch02,1967,PHI,N
staubru01,1967,HOU,N
torrejo01,1967,ATL,N
wynnji01,1967,HOU,N
azcuejo01,1968,CLE,A
bellge02,1968,BOS,A
campabe01,1968,OAK,A
carewro01,1968,MIN,A
freehbi01,1968,DET,A
fregoji01,1968,CAL,A
harreke01,1968,BOS,A
hortowi01,1968,DET,A
howarfr01,1968,WAS,A
johnsda02,1968,BAL,A
johnto01,1968,CHI,A
josepdu01,1968,CHI,A
killeha01,1968,MIN,A
mantlmi01,1968,NY,A
mcdowsa01,1968,CLE,A
mclaide01,1968,DET,A
mondari01,1968,OAK,A
odombl01,1968,OAK,A
olivato01,1968,MIN,A
powelbo01,1968,BAL,A
robinbr01,1968,BAL,A
santijo02,1968,BOS,A
stottme01,1968,NY,A
tiantlu01,1968,CLE,A
wertdo01,1968,DET,A
yastrca01,1968,BOS,A
aaronha01,1968,ATL,N
alleyge01,1968,PIT,N
aloufe01,1968,ATL,N
alouma01,1968,PIT,N
benchjo01,1968,CIN,N
cardele01,1968,CIN,N
carltst01,1968,STL,N
drysddo01,1968,LA,N
floodcu01,1968,STL,N
frymawo01,1968,PHI,N
gibsobo01,1968,STL,N
groteje01,1968,NY,N
halleto01,1968,LA,N
helmsto01,1968,CIN,N
javieju01,1968,STL,N
kessido01,1968,CHI,N
koosmje01,1968,NY,N
maricju01,1968,SF,N
mayswi01,1968,SF,N
mccovwi01,1968,SF,N
perezto01,1968,CIN,N
reedro01,1968,ATL,N
rosepe01,1968,CIN,N
santoro01,1968,CHI,N
seaveto01,1968,NY,N
staubru01,1968,HOU,N
willibi01,1968,CHI,N
andremi01,1969,BOS,A
bandosa01,1969,OAK,A
blairpa01,1969,BAL,A
carewro01,1969,MIN,A
culpra01,1969,BOS,A
freehbi01,1969,DET,A
fregoji01,1969,CAL,A
heganmi01,1969,SEA,A
howarfr01,1969,WAS,A
jacksre01,1969,OAK,A
johnsda02,1969,BAL,A
killeha01,1969,MIN,A
knowlda01,1969,WAS,A
lolicmi01,1969,DET,A
mayca01,1969,CHI,A
mcdowsa01,1969,CLE,A
mclaide01,1969,DET,A
mcnalda01,1969,BAL,A
minchdo01,1969,SEA,A
odombl01,1969,OAK,A
olivato01,1969,MIN,A
petrori01,1969,BOS,A
powelbo01,1969,BAL,A
robinbr01,1969,BAL,A
robinfr02,1969,BAL,A
rodriel01,1969,KC,A
rosebjo01,1969,MIN,A
smithre06,1969,BOS,A
stottme01,1969,NY,A
whitero01,1969,NY,A
yastrca01,1969,BOS,A
aaronha01,1969,ATL,N
alouma01,1969,PIT,N
bankser01,1969,CHI,N
beckegl01,1969,CHI,N
benchjo01,1969,CIN,N
cannich01,1969,SD,N
carltst01,1969,STL,N
clemero01,1969,PIT,N
dierkla01,1969,HOU,N
gibsobo01,1969,STL,N
hundlra01,1969,CHI,N
jacksgr01,1969,PHI,N
jonescl01,1969,NY,N
kessido01,1969,CHI,N
koosmje01,1969,NY,N
maricju01,1969,SF,N
mayle01,1969,CIN,N
mayswi01,1969,SF,N
mccovwi01,1969,SF,N
menkede01,1969,HOU,N
millafe01,1969,ATL,N
niekrph01,1969,ATL,N
perezto01,1969,CIN,N
rosepe01,1969,CIN,N
santoro01,1969,CHI,N
seaveto01,1969,NY,N
singebi01,1969,LA,N
staubru01,1969,MON,N
alomasa01,1970,CAL,A
aparilu01,1970,CHI,A
carewro01,1970,MIN,A
cuellmi01,1970,BAL,A
fossera01,1970,CLE,A
freehbi01,1970,DET,A
fregoji01,1970,CAL,A
harpeto01,1970,MIL,A
hortowi01,1970,DET,A
howarfr01,1970,WAS,A
hunteca01,1970,OAK,A
