LahmanID,Year,Team,Lg
gomezle01,1935,NY,A
grovele01,1935,BOS,A
hardeme01,1935,CLE,A
hemslro01,1935,STL,A
johnsbo01,1935,PHI,A
myerbu01,1935,WAS,A
rowesc01,1935,DET,A
simmoal01,1935,CHI,A
vosmijo01,1935,CLE,A
westsa01,1935,STL,A
bergewa01,1935,BOS,N
colliri02,1935,STL,N
deandi01,1935,STL,N
derripa01,1935,CIN,N
friscfr01,1935,STL,N
hartnga01,1935,CHI,N
hermabi01,1935,CHI,N
hubbeca01,1935,NY,N
mancugu01,1935,NY,N
martipe01,1935,STL,N
medwijo01,1935,STL,N
moorejo02,1935,NY,N
ottme01,1935,NY,N
schumha02,1935,NY,N
terrybi01,1935,NY,N
vaughar01,1935,PIT,N
walkebi01,1935,STL,N
wanerpa01,1935,PIT,N
whitebu01,1935,STL,N
wilsoji01,1935,PHI,N
applilu01,1936,CHI,A
averiea01,1936,CLE,A
bridgto01,1936,DET,A
chapmbe01,1936,WAS,A
crosefr01,1936,NY,A
dickebi01,1936,NY,A
dimagjo01,1936,NY,A
ferreri01,1936,BOS,A
foxxji01,1936,BOS,A
gehrich01,1936,DET,A
gehrilo01,1936,NY,A
gomezle01,1936,NY,A
gosligo01,1936,DET,A
grovele01,1936,BOS,A
hardeme01,1936,CLE,A
hemslro01,1936,STL,A
higgipi01,1936,PHI,A
kenneve01,1936,CHI,A
pearsmo01,1936,NY,A
radclri01,1936,CHI,A
rowesc01,1936,DET,A
selkige01,1936,NY,A
bergewa01,1936,BOS,N
colliri02,1936,STL,N
daviscu01,1936,CHI,N
deandi01,1936,STL,N
demarfr02,1936,CHI,N
durocle01,1936,STL,N
galanau01,1936,CHI,N
hartnga01,1936,CHI,N
hermabi01,1936,CHI,N
hubbeca01,1936,NY,N
lombaer01,1936,CIN,N
martist01,1936,STL,N
medwijo01,1936,STL,N
moorejo02,1936,NY,N
mungova01,1936,BRO,N
ottme01,1936,NY,N
riggsle01,1936,CIN,N
suhrgu01,1936,PIT,N
vaughar01,1936,PIT,N
warnelo01,1936,CHI,N
whitnpi01,1936,PHI,N
averiea01,1937,CLE,A
bellbe01,1937,STL,A
bridgto01,1937,DET,A
cliftha01,1937,STL,A
cramedo01,1937,BOS,A
cronijo01,1937,BOS,A
dickebi01,1937,NY,A
dimagjo01,1937,NY,A
ferreri01,1937,WAS,A
ferrewe01,1937,WAS,A
foxxji01,1937,BOS,A
gehrich01,1937,DET,A
gehrilo01,1937,NY,A
gomezle01,1937,NY,A
greenha01,1937,DET,A
grovele01,1937,BOS,A
hardeme01,1937,CLE,A
moseswa01,1937,PHI,A
murphjo04,1937,NY,A
myerbu01,1937,WAS,A
rolfere01,1937,NY,A
sewellu01,1937,CHI,A
stratmo01,1937,CHI,A
walkege02,1937,DET,A
westsa01,1937,STL,A
bartedi01,1937,NY,N
blantcy01,1937,PIT,N
colliri02,1937,CHI,N
deandi01,1937,STL,N
demarfr02,1937,CHI,N
grissle01,1937,CIN,N
hartnga01,1937,CHI,N
hermabi01,1937,CHI,N
hubbeca01,1937,NY,N
jurgebi01,1937,CHI,N
lombaer01,1937,CIN,N
mancugu01,1937,NY,N
martipe01,1937,STL,N
medwijo01,1937,STL,N
mizejo01,1937,STL,N
moorege03,1937,BOS,N
moorejo02,1937,NY,N
mungova01,1937,BRO,N
ottme01,1937,NY,N
vaughar01,1937,PIT,N
waltebu01,1937,PHI,N
wanerpa01,1937,PIT,N
whitebu01,1937,NY,N
allenjo02,1938,CLE,A
averiea01,1938,CLE,A
cramedo01,1938,BOS,A
cronijo01,1938,BOS,A
dickebi01,1938,NY,A
dimagjo01,1938,NY,A
fellebo01,1938,CLE,A
ferreri01,1938,WAS,A
foxxji01,1938,BOS,A
gehrich01,1938,DET,A
gehrilo01,1938,NY,A
gomezle01,1938,NY,A
greenha01,1938,DET,A
grovele01,1938,BOS,A
johnsbo01,1938,PHI,A
kenneve01,1938,DET,A
kreevmi01,1938,CHI,A
lewisbu01,1938,WAS,A
murphjo04,1938,NY,A
newsobo01,1938,STL,A
rolfere01,1938,NY,A
ruffire01,1938,NY,A
travice01,1938,WAS,A
yorkru01,1938,DET,A
brownma01,1938,PIT,N
cuccito01,1938,BOS,N
danniha01,1938,NY,N
derripa01,1938,CIN,N
durocle01,1938,BRO,N
goodmiv01,1938,CIN,N
hackst01,1938,CHI,N
hartnga01,1938,CHI,N
hermabi01,1938,CHI,N
hubbeca01,1938,NY,N
lavagco01,1938,BRO,N
leebi02,1938,CHI,N
leibeha01,1938,NY,N
lombaer01,1938,CIN,N
martihe01,1938,PHI,N
mccorfr01,1938,CIN,N
medwijo01,1938,STL,N
moorejo02,1938,NY,N
ottme01,1938,NY,N
phelpba01,1938,BRO,N
turneji01,1938,BOS,N
vandejo01,1938,CIN,N
vaughar01,1938,PIT,N
wanerll01,1938,PIT,N
applilu01,1939,CHI,A
bridgto01,1939,DET,A
casege01,1939,WAS,A
cramedo01,1939,BOS,A
cronijo01,1939,BOS,A
crosefr01,1939,NY,A
dickebi01,1939,NY,A
dimagjo01,1939,NY,A
fellebo01,1939,CLE,A
foxxji01,1939,BOS,A
gehrilo01,1939,NY,A
gomezle01,1939,NY,A
gordojo01,1939,NY,A
greenha01,1939,DET,A
grovele01,1939,BOS,A
hayesfr01,1939,PHI,A
hemslro01,1939,CLE,A
hoagmy01,1939,STL,A
johnsbo01,1939,PHI,A
lyonste01,1939,CHI,A
mcquige02,1939,STL,A
murphjo04,1939,NY,A
newsobo01,1939,DET,A
rolfere01,1939,NY,A
ruffire01,1939,NY,A
selkige01,1939,NY,A
arnovmo01,1939,PHI,N
camildo01,1939,BRO,N
danniha01,1939,NY,N
daviscu01,1939,STL,N
derripa01,1939,CIN,N
fettelo01,1939,BOS,N
freylo01,1939,CIN,N
goodmiv01,1939,CIN,N
hackst01,1939,CHI,N
hermabi01,1939,CHI,N
jurgebi01,1939,NY,N
lavagco01,1939,BRO,N
leebi02,1939,CHI,N
lombaer01,1939,CIN,N
mccorfr01,1939,CIN,N
medwijo01,1939,STL,N
mizejo01,1939,STL,N
moorete01,1939,STL,N
ottme01,1939,NY,N
phelpba01,1939,BRO,N
vandejo01,1939,CIN,N
vaughar01,1939,PIT,N
waltebu01,1939,CIN,N
warnelo01,1939,STL,N
wyattwh01,1939,BRO,N
applilu01,1940,CHI,A
boudrlo01,1940,CLE,A
bridgto01,1940,DET,A
cramedo01,1940,BOS,A
dickebi01,1940,NY,A
dimagjo01,1940,NY,A
fellebo01,1940,CLE,A
finnelo01,1940,BOS,A
foxxji01,1940,BOS,A
gordojo01,1940,NY,A
greenha01,1940,DET,A
hayesfr01,1940,PHI,A
hemslro01,1940,CLE,A
johnsbo01,1940,PHI,A
kellech01,1940,NY,A
keltnke01,1940,CLE,A
leonadu02,1940,WAS,A
mackra01,1940,CLE,A
mcquige02,1940,STL,A
milnaal01,1940,CLE,A
newsobo01,1940,DET,A
pearsmo01,1940,NY,A
rolfere01,1940,NY,A
ruffire01,1940,NY,A
travice01,1940,WAS,A
willite01,1940,BOS,A
coscape01,1940,BRO,N
danniha01,1940,NY,N
derripa01,1940,CIN,N
durocle01,1940,BRO,N
frencla01,1940,CHI,N
hermabi01,1940,CHI,N
higbeki01,1940,PHI,N
hubbeca01,1940,NY,N
jurgebi01,1940,NY,N
lavagco01,1940,BRO,N
leibeha01,1940,CHI,N
lombaer01,1940,CIN,N
maypi01,1940,PHI,N
mccorfr01,1940,CIN,N
medwijo01,1940,BRO,N
milleed03,1940,BOS,N
mizejo01,1940,STL,N
moorejo02,1940,NY,N
moorete01,1940,STL,N
mulcahu01,1940,PHI,N
nichobi01,1940,CHI,N
ottme01,1940,NY,N
phelpba01,1940,BRO,N
vaughar01,1940,PIT,N
waltebu01,1940,CIN,N
westma02,1940,BOS,N
wyattwh01,1940,BRO,N
applilu01,1941,CHI,A
bentoal01,1941,DET,A
boudrlo01,1941,CLE,A
cronijo01,1941,BOS,A
cullero01,1941,STL,A
dickebi01,1941,NY,A
dimagdo01,1941,BOS,A
dimagjo01,1941,NY,A
doerrbo01,1941,BOS,A
fellebo01,1941,CLE,A
foxxji01,1941,BOS,A
gordojo01,1941,NY,A
hayesfr01,1941,PHI,A
heathje01,1941,CLE,A
hudsosi01,1941,WAS,A
kellech01,1941,NY,A
keltnke01,1941,CLE,A
leeth01,1941,CHI,A
ruffire01,1941,NY,A
russoma01,1941,NY,A
smithed04,1941,CHI,A
tebbebi01,1941,DET,A
travice01,1941,WAS,A
willite01,1941,BOS,A
yorkru01,1941,DET,A
blantcy01,1941,PHI,N
camildo01,1941,BRO,N
danniha01,1941,NY,N
derripa01,1941,CIN,N
elliobo01,1941,PIT,N
freylo01,1941,CIN,N
hackst01,1941,CHI,N
hermabi01,1941,BRO,N
hubbeca01,1941,NY,N
lavagco01,1941,BRO,N
leibeha01,1941,CHI,N
lopezal01,1941,PIT,N
mccorfr01,1941,CIN,N
medwijo01,1941,BRO,N
milleed03,1941,BOS,N
mizejo01,1941,STL,N
moorete01,1941,STL,N
nichobi01,1941,CHI,N
ottme01,1941,NY,N
owenmi01,1941,BRO,N
passecl01,1941,CHI,N
reisepe01,1941,BRO,N
slaugen01,1941,STL,N
vaughar01,1941,PIT,N
waltebu01,1941,CIN,N
warnelo01,1941,STL,N
wyattwh01,1941,BRO,N
bagbyji02,1942,CLE,A
bentoal01,1942,DET,A
bonhati01,1942,NY,A
boudrlo01,1942,CLE,A
chandsp01,1942,NY,A
dickebi01,1942,NY,A
dimagdo01,1942,BOS,A
dimagjo01,1942,NY,A
doerrbo01,1942,BOS,A
gordojo01,1942,NY,A
henrito01,1942,NY,A
hudsosi01,1942,WAS,A
hughste01,1942,BOS,A
johnsbo01,1942,PHI,A
keltnke01,1942,CLE,A
mcquige02,1942,STL,A
newhoha01,1942,DET,A
rizzuph01,1942,NY,A
rosarbu01,1942,NY,A
ruffire01,1942,NY,A
smithed04,1942,CHI,A
spencst01,1942,WAS,A
tebbebi01,1942,DET,A
wagneha01,1942,PHI,A
willite01,1942,BOS,A
yorkru01,1942,DET,A
brownji03,1942,STL,N
coopemo01,1942,STL,N
coopewa01,1942,STL,N
derripa01,1942,CIN,N
elliobo01,1942,PIT,N
hermabi01,1942,BRO,N
hubbeca01,1942,NY,N
litwhda01,1942,PHI,N
lombaer01,1942,BOS,N
marshwi01,1942,NY,N
mccorfr01,1942,CIN,N
medwijo01,1942,BRO,N
meltocl01,1942,NY,N
milleed03,1942,BOS,N
mizejo01,1942,NY,N
moorete01,1942,STL,N
ottme01,1942,NY,N
owenmi01,1942,BRO,N
passecl01,1942,CHI,N
reesepe01,1942,BRO,N
reisepe01,1942,BRO,N
slaugen01,1942,STL,N
starrra01,1942,CIN,N
vandejo01,1942,CIN,N
vaughar01,1942,BRO,N
waltebu01,1942,CIN,N
wyattwh01,1942,BRO,N
applilu01,1943,CHI,A
bagbyji02,1943,CLE,A
bonhati01,1943,NY,A
boudrlo01,1943,CLE,A
casege01,1943,WAS,A
chandsp01,1943,NY,A
dickebi01,1943,NY,A
doerrbo01,1943,BOS,A
earlyja01,1943,WAS,A
gordojo01,1943,NY,A
heathje01,1943,CLE,A
hughste01,1943,BOS,A
johnsbo01,1943,WAS,A
juddos01,1943,BOS,A
kellech01,1943,NY,A
keltnke01,1943,CLE,A
laabsch01,1943,STL,A
leonadu02,1943,WAS,A
lindejo01,1943,NY,A
newhoha01,1943,DET,A
rosarbu01,1943,CLE,A
siebedi01,1943,PHI,A
smithal03,1943,CLE,A
stephve01,1943,STL,A
wakefdi01,1943,DET,A
yorkru01,1943,DET,A
adamsac01,1943,NY,N
coopemo01,1943,STL,N
coopewa01,1943,STL,N
dahlgba01,1943,PHI,N
dimagvi01,1943,PIT,N
fletcel01,1943,PIT,N
freylo01,1943,CIN,N
galanau01,1943,BRO,N
hackst01,1943,CHI,N
hermabi01,1943,BRO,N
javeral01,1943,BOS,N
kurowwh01,1943,STL,N
laniema01,1943,STL,N
lombaer01,1943,NY,N
marioma01,1943,STL,N
mccorfr01,1943,CIN,N
milleed03,1943,CIN,N
musiast01,1943,STL,N
nichobi01,1943,CHI,N
ottme01,1943,NY,N
owenmi01,1943,BRO,N
passecl01,1943,CHI,N
polleho01,1943,STL,N
sewelri01,1943,PIT,N
vandejo01,1943,CIN,N
walkedi02,1943,BRO,N
walkeha01,1943,STL,N
borowha01,1944,NY,A
boudrlo01,1944,CLE,A
casege01,1944,WAS,A
cullero01,1944,CLE,A
doerrbo01,1944,BOS,A
ferreri01,1944,WAS,A
foxpe01,1944,BOS,A
groveor01,1944,CHI,A
hayesfr01,1944,PHI,A
heathje01,1944,CLE,A
hemslro01,1944,NY,A
higgipi01,1944,DET,A
hockeor01,1944,CLE,A
hughste01,1944,BOS,A
johnsbo01,1944,BOS,A
keltnke01,1944,CLE,A
leonadu02,1944,WAS,A
mcquige02,1944,STL,A
muncrbo01,1944,STL,A
newhoha01,1944,DET,A
newsobo01,1944,PHI,A
pagejo01,1944,NY,A
spencst01,1944,WAS,A
stephve01,1944,STL,A
troutdi01,1944,DET,A
tucketh01,1944,CHI,A
yorkru01,1944,DET,A
andrena01,1944,BOS,N
cavarph01,1944,CHI,N
coopewa01,1944,STL,N
dimagvi01,1944,PIT,N
elliobo01,1944,PIT,N
galanau01,1944,BRO,N
javeral01,1944,BOS,N
johnsdo02,1944,CHI,N
kurowwh01,1944,STL,N
laniema01,1944,STL,N
marioma01,1944,STL,N
mccorfr01,1944,CIN,N
medwijo01,1944,NY,N
milleed03,1944,CIN,N
muellra01,1944,CIN,N
mungere01,1944,STL,N
musiast01,1944,STL,N
nichobi01,1944,CHI,N
ottme01,1944,NY,N
owenmi01,1944,BRO,N
raffeke01,1944,PHI,N
ryanco01,1944,BOS,N
sewelri01,1944,PIT,N
tobinji01,1944,BOS,N
voisebi01,1944,NY,N
walkedi02,1944,BRO,N
waltebu01,1944,CIN,N
zakfr01,1944,PIT,N
borowha01,1945,NY,A
boudrlo01,1945,CLE,A
casege01,1945,WAS,A
chrisru01,1945,PHI,A
cuccito01,1945,CHI,A
ettenni01,1945,NY,A
ferreri01,1945,WAS,A
ferrida01,1945,BOS,A
greenha01,1945,DET,A
grimeos01,1945,NY,A
gromest01,1945,CLE,A
hayesfr01,1945,CLE,A
heathje01,1945,CLE,A
johnsbo01,1945,BOS,A
krameja01,1945,STL,A
leeth01,1945,CHI,A
leonadu02,1945,WAS,A
mayoed01,1945,DET,A
mcquige02,1945,STL,A
moseswa01,1945,CHI,A
newhoha01,1945,DET,A
reynoal01,1945,CLE,A
stephve01,1945,STL,A
stirnsn01,1945,NY,A
treshmi01,1945,CHI,A
barrere01,1945,STL,N
cavarph01,1945,CHI,N
coopemo01,1945,BOS,N
elliobo01,1945,PIT,N
greggha01,1945,BRO,N
hackst01,1945,CHI,N
holmeto01,1945,BOS,N
johnsdo02,1945,CHI,N
kurowwh01,1945,STL,N
lombaer01,1945,NY,N
marioma01,1945,STL,N
masiph01,1945,BOS,N
mccorfr01,1945,CIN,N
mungova01,1945,NY,N
nichobi01,1945,CHI,N
o'deake01,1945,STL,N
ottme01,1945,NY,N
pafkoan01,1945,CHI,N
passecl01,1945,CHI,N
roepr01,1945,PIT,N
rosengo01,1945,BRO,N
sewelri01,1945,PIT,N
verbaem01,1945,STL,N
walkedi02,1945,BRO,N
wyseha01,1945,CHI,N
applilu01,1946,CHI,A
chandsp01,1946,NY,A
chapmsa01,1946,PHI,A
dickebi01,1946,NY,A
dimagdo01,1946,BOS,A
dimagjo01,1946,NY,A
doerrbo01,1946,BOS,A
fellebo01,1946,CLE,A
ferrida01,1946,BOS,A
gordojo01,1946,NY,A
harrimi01,1946,BOS,A
hayesfr01,1946,CLE,A
kellech01,1946,NY,A
keltnke01,1946,CLE,A
krameja01,1946,STL,A
newhoha01,1946,DET,A
peskyjo01,1946,BOS,A
rosarbu01,1946,PHI,A
spencst01,1946,WAS,A
stephve01,1946,STL,A
stirnsn01,1946,NY,A
vernomi01,1946,WAS,A
wagneha01,1946,BOS,A
willite01,1946,BOS,A
yorkru01,1946,BOS,A
blackew01,1946,CIN,N
cavarph01,1946,CHI,N
coopemo01,1946,BOS,N
coopewa01,1946,NY,N
ennisde01,1946,PHI,N
gustifr01,1946,PIT,N
higbeki01,1946,BRO,N
hoppjo01,1946,BOS,N
kurowwh01,1946,STL,N
lamanra01,1946,CIN,N
lowrepe01,1946,CHI,N
marioma01,1946,STL,N
masiph01,1946,BOS,N
mccorfr01,1946,PHI,N
milleed03,1946,CIN,N
mizejo01,1946,NY,N
musiast01,1946,STL,N
passecl01,1946,CHI,N
polleho01,1946,STL,N
reesepe01,1946,BRO,N
reisepe01,1946,BRO,N
schmijo01,1946,CHI,N
schoere01,1946,STL,N
sewelri01,1946,PIT,N
slaugen01,1946,STL,N
verbaem01,1946,PHI,N
walkedi02,1946,BRO,N
applilu01,1947,CHI,A
boudrlo01,1947,CLE,A
chandsp01,1947,NY,A
dimagjo01,1947,NY,A
doerrbo01,1947,BOS,A
fellebo01,1947,CLE,A
gordojo01,1947,CLE,A
heganji01,1947,CLE,A
henrito01,1947,NY,A
johnsbi03,1947,NY,A
kellech01,1947,NY,A
kellge01,1947,DET,A
krameja01,1947,STL,A
lewisbu01,1947,WAS,A
mastewa02,1947,WAS,A
mcquige02,1947,NY,A
mullipa01,1947,DET,A
newhoha01,1947,DET,A
pagejo01,1947,NY,A
robinaa01,1947,NY,A
rosarbu01,1947,PHI,A
sheasp01,1947,NY,A
spencst01,1947,WAS,A
troutdi01,1947,DET,A
willite01,1947,BOS,A
yorkru01,1947,CHI,A
blackew01,1947,CIN,N
brancra01,1947,BRO,N
brechha01,1947,STL,N
cavarph01,1947,CHI,N
coopewa01,1947,NY,N
edwarbr01,1947,BRO,N
elliobo01,1947,BOS,N
gustifr01,1947,PIT,N
haasbe01,1947,CIN,N
kurowwh01,1947,STL,N
marioma01,1947,STL,N
marshwi01,1947,NY,N
masiph01,1947,BOS,N
milleed03,1947,CIN,N
mizejo01,1947,NY,N
mungere01,1947,STL,N
musiast01,1947,STL,N
pafkoan01,1947,CHI,N
reesepe01,1947,BRO,N
rowesc01,1947,PHI,N
sainjo01,1947,BOS,N
slaugen01,1947,STL,N
spahnwa01,1947,BOS,N
stanked01,1947,BRO,N
verbaem01,1947,PHI,N
walkedi02,1947,BRO,N
walkeha01,1947,PHI,N
berrayo01,1948,NY,A
boudrlo01,1948,CLE,A
colemjo04,1948,PHI,A
dimagjo01,1948,NY,A
dobsojo01,1948,BOS,A
doerrbo01,1948,BOS,A
eversho01,1948,DET,A
fellebo01,1948,CLE,A
gordojo01,1948,CLE,A
haynejo01,1948,CHI,A
henrito01,1948,NY,A
kellge01,1948,DET,A
keltnke01,1948,CLE,A
lemonbo01,1948,CLE,A
mastewa02,1948,WAS,A
mcquige02,1948,NY,A
mullipa01,1948,DET,A
newhoha01,1948,DET,A
pagejo01,1948,NY,A
raschvi01,1948,NY,A
rosarbu01,1948,PHI,A
stephve01,1948,BOS,A
tebbebi01,1948,BOS,A
vernomi01,1948,WAS,A
willite01,1948,BOS,A
zarilal01,1948,STL,A
ashburi01,1948,PHI,N
blackew01,1948,CIN,N
brancra01,1948,BRO,N
brechha01,1948,STL,N
coopewa01,1948,NY,N
elliobo01,1948,BOS,N
gordosi01,1948,NY,N
gustifr01,1948,PIT,N
holmeto01,1948,BOS,N
kerrbu01,1948,NY,N
kinerra01,1948,PIT,N
marioma01,1948,STL,N
masiph01,1948,BOS,N
mcculcl01,1948,CHI,N
mizejo01,1948,NY,N
musiast01,1948,STL,N
pafkoan01,1948,CHI,N
reesepe01,1948,BRO,N
riddlel01,1948,PIT,N
rignebi01,1948,NY,N
sainjo01,1948,BOS,N
schmijo01,1948,CHI,N
schoere01,1948,STL,N
slaugen01,1948,STL,N
stanked01,1948,BOS,N
thomsbo01,1948,NY,N
waitked01,1948,CHI,N
berrayo01,1949,NY,A
brisslo01,1949,PHI,A
dillibo01,1949,STL,A
dimagdo01,1949,BOS,A
dimagjo01,1949,NY,A
dobyla01,1949,CLE,A
goodmbi01,1949,BOS,A
gordojo01,1949,CLE,A
heganji01,1949,CLE,A
henrito01,1949,NY,A
joosted01,1949,PHI,A
kellge01,1949,DET,A
kellnal01,1949,PHI,A
lemonbo01,1949,CLE,A
michaca01,1949,CHI,A
mitchda01,1949,CLE,A
parneme01,1949,BOS,A
raschvi01,1949,NY,A
reynoal01,1949,NY,A
robined01,1949,WAS,A
stephve01,1949,BOS,A
tebbebi01,1949,BOS,A
truckvi01,1949,DET,A
wertzvi01,1949,DET,A
willite01,1949,BOS,A
bickfve01,1949,BOS,N
blackew01,1949,CIN,N
brancra01,1949,BRO,N
camparo01,1949,BRO,N
coopewa01,1949,CIN,N
gordosi01,1949,NY,N
hodgegi01,1949,BRO,N
kazaked01,1949,STL,N
kinerra01,1949,PIT,N
marioma01,1949,STL,N
marshwi01,1949,NY,N
mizejo01,1949,NY,N
mungere01,1949,STL,N
musiast01,1949,STL,N
newcodo01,1949,BRO,N
pafkoan01,1949,CHI,N
polleho01,1949,STL,N
reesepe01,1949,BRO,N
robinja02,1949,BRO,N
roepr01,1949,BRO,N
schoere01,1949,STL,N
seminan01,1949,PHI,N
slaugen01,1949,STL,N
spahnwa01,1949,BOS,N
thomsbo01,1949,NY,N
waitked01,1949,PHI,N
berrayo01,1950,NY,A
byrneto01,1950,NY,A
colemje01,1950,NY,A
dimagdo01,1950,BOS,A
dimagjo01,1950,NY,A
dobyla01,1950,CLE,A
doerrbo01,1950,BOS,A
dropowa01,1950,BOS,A
eversho01,1950,DET,A
fainfe01,1950,PHI,A
fellebo01,1950,CLE,A
grayte01,1950,DET,A
heganji01,1950,CLE,A
henrito01,1950,NY,A
houttar01,1950,DET,A
kellge01,1950,DET,A
lemonbo01,1950,CLE,A
lollash01,1950,STL,A
michaca01,1950,WAS,A
raschvi01,1950,NY,A
reynoal01,1950,NY,A
rizzuph01,1950,NY,A
scarbra01,1950,CHI,A
stephve01,1950,BOS,A
willite01,1950,BOS,A
blackew01,1950,CIN,N
camparo01,1950,BRO,N
coopewa01,1950,BOS,N
hodgegi01,1950,BRO,N
jansela01,1950,NY,N
joneswi01,1950,PHI,N
kinerra01,1950,PIT,N
konstji01,1950,PHI,N
marioma01,1950,STL,N
musiast01,1950,STL,N
newcodo01,1950,BRO,N
pafkoan01,1950,CHI,N
reesepe01,1950,BRO,N
roberro01,1950,PHI,N
robinja02,1950,BRO,N
roepr01,1950,BRO,N
rushbo01,1950,CHI,N
sauerha01,1950,CHI,N
schoere01,1950,STL,N
sisledi01,1950,PHI,N
slaugen01,1950,STL,N
snidedu01,1950,BRO,N
spahnwa01,1950,BOS,N
stanked01,1950,NY,N
wyrosjo01,1950,CIN,N
berrayo01,1951,NY,A
busbyji01,1951,CHI,A
carrach01,1951,CHI,A
dimagdo01,1951,BOS,A
dimagjo01,1951,NY,A
dobyla01,1951,CLE,A
doerrbo01,1951,BOS,A
fainfe01,1951,PHI,A
foxne01,1951,CHI,A
garvene01,1951,STL,A
gumpera01,1951,CHI,A
heganji01,1951,CLE,A
hutchfr01,1951,DET,A
kellge01,1951,DET,A
lemonbo01,1951,CLE,A
lopated01,1951,NY,A
marreco01,1951,WAS,A
minosmi01,1951,CHI,A
parneme01,1951,BOS,A
rizzuph01,1951,NY,A
robined01,1951,CHI,A
shantbo01,1951,PHI,A
stephve01,1951,BOS,A
wertzvi01,1951,DET,A
willite01,1951,BOS,A
ashburi01,1951,PHI,N
blackew01,1951,CIN,N
camparo01,1951,BRO,N
darkal01,1951,NY,N
edwarbr01,1951,CHI,N
elliobo01,1951,BOS,N
ennisde01,1951,PHI,N
hodgegi01,1951,BRO,N
jansela01,1951,NY,N
joneswi01,1951,PHI,N
kinerra01,1951,PIT,N
leonadu02,1951,CHI,N
maglisa01,1951,NY,N
musiast01,1951,STL,N
newcodo01,1951,BRO,N
reesepe01,1951,BRO,N
roberro01,1951,PHI,N
robinja02,1951,BRO,N
roepr01,1951,BRO,N
schoere01,1951,STL,N
slaugen01,1951,STL,N
snidedu01,1951,BRO,N
spahnwa01,1951,BOS,N
westlwa01,1951,STL,N
wyrosjo01,1951,CIN,N
avilabo01,1952,CLE,A
bauerha01,1952,NY,A
berrayo01,1952,NY,A
dimagdo01,1952,BOS,A
dobyla01,1952,CLE,A
fainfe01,1952,PHI,A
foxne01,1952,CHI,A
garcimi01,1952,CLE,A
heganji01,1952,CLE,A
jenseja01,1952,WAS,A
joosted01,1952,PHI,A
kellge01,1952,BOS,A
lemonbo01,1952,CLE,A
mantlmi01,1952,NY,A
mcdougi01,1952,NY,A
minosmi01,1952,CHI,A
mitchda01,1952,CLE,A
paigesa01,1952,STL,A
raschvi01,1952,NY,A
reynoal01,1952,NY,A
rizzuph01,1952,NY,A
robined01,1952,CHI,A
rosenal01,1952,CLE,A
shantbo01,1952,PHI,A
wertzvi01,1952,DET,A
yosted01,1952,WAS,A
atwelto01,1952,CHI,N
camparo01,1952,BRO,N
darkal01,1952,NY,N
furilca01,1952,BRO,N
hamnegr01,1952,PHI,N
hattogr01,1952,CIN,N
