LahmanID,Year,Team,Lg,Playoff,W,L,SV,G,GS,CG,SH,IP,H,ER,BB,SO,ERA
pipgrge01,1928,NYY,AL,WS,1,0,0,1,1,1,0,9,4,2,4,8,2
zachato01,1928,NYY,AL,WS,1,0,0,1,1,1,0,9,9,3,1,7,3
alexape01,1928,STL,NL,WS,0,1,0,2,1,0,0,5,10,11,4,2,19.8
haineje01,1928,STL,NL,WS,0,1,0,1,1,0,0,6,6,3,3,3,4.5
johnssy01,1928,STL,NL,WS,0,0,0,2,0,0,0,2,4,1,1,1,4.5
mitchcl01,1928,STL,NL,WS,0,0,0,1,0,0,0,5.7,2,1,2,2,1.58
rhemfl01,1928,STL,NL,WS,0,0,0,1,0,0,0,2,0,0,0,1,0
sherdbi01,1928,STL,NL,WS,0,2,0,2,2,0,0,13.3,15,7,3,3,4.74
blakesh01,1929,CHC,NL,WS,0,1,0,2,0,0,0,1.3,4,2,0,1,13.85
bushgu01,1929,CHC,NL,WS,1,0,0,2,1,1,0,11,12,1,2,4,0.82
carlsha01,1929,CHC,NL,WS,0,0,0,2,0,0,0,4,7,3,1,3,6.75
malonpa02,1929,CHC,NL,WS,0,2,0,3,2,1,0,13,12,6,7,11,4.15
nehfar01,1929,CHC,NL,WS,0,0,0,2,0,0,0,1,1,2,1,0,18
rootch01,1929,CHC,NL,WS,0,1,0,2,2,0,0,13.3,12,7,2,8,4.74
earnsge01,1929,PHA,AL,WS,1,1,0,2,2,1,0,13.7,14,4,6,17,2.63
ehmkeho01,1929,PHA,AL,WS,1,0,0,2,2,1,0,12.7,14,2,3,13,1.42
grovele01,1929,PHA,AL,WS,0,0,2,2,0,0,0,6.3,3,0,1,10,0
quinnja01,1929,PHA,AL,WS,0,0,0,1,1,0,0,5,7,5,2,2,9
rommeed01,1929,PHA,AL,WS,1,0,0,1,0,0,0,1,2,1,1,0,9
walberu01,1929,PHA,AL,WS,1,0,0,2,0,0,0,6.3,3,0,0,8,0
earnsge01,1930,PHA,AL,WS,2,0,0,3,3,2,0,25,13,2,7,19,0.72
grovele01,1930,PHA,AL,WS,2,1,0,3,2,2,0,19,15,3,3,10,1.42
quinnja01,1930,PHA,AL,WS,0,0,0,1,0,0,0,2,3,1,0,1,4.5
shorebi01,1930,PHA,AL,WS,0,0,0,1,0,0,0,1.3,3,2,0,0,13.85
walberu01,1930,PHA,AL,WS,0,1,0,1,1,0,0,4.7,4,2,1,3,3.83
bellhi01,1930,STL,NL,WS,0,0,0,1,0,0,0,1,0,0,0,0,0
grimebu01,1930,STL,NL,WS,0,2,0,2,2,2,0,17,10,7,6,13,3.71
haineje01,1930,STL,NL,WS,1,0,0,1,1,1,0,9,4,1,4,2,1
hallabi01,1930,STL,NL,WS,1,1,0,2,2,1,1,11,9,2,8,8,1.64
johnssy01,1930,STL,NL,WS,0,0,0,2,0,0,0,5,4,4,3,4,7.2
lindsji01,1930,STL,NL,WS,0,0,0,2,0,0,0,4.7,1,1,1,2,1.91
rhemfl01,1930,STL,NL,WS,0,1,0,1,1,0,0,3.3,7,4,2,3,10.91
earnsge01,1931,PHA,AL,WS,1,2,0,3,3,2,1,24,12,5,4,20,1.88
grovele01,1931,PHA,AL,WS,2,1,0,3,3,2,0,26,28,7,2,16,2.42
hoytwa01,1931,PHA,AL,WS,0,1,0,1,1,0,0,6,7,3,0,1,4.5
mahafro01,1931,PHA,AL,WS,0,0,0,1,0,0,0,1,1,1,1,0,9
rommeed01,1931,PHA,AL,WS,0,0,0,1,0,0,0,1,3,1,0,0,9
walberu01,1931,PHA,AL,WS,0,0,0,2,0,0,0,3,3,1,2,4,3
derripa01,1931,STL,NL,WS,0,2,0,3,2,0,0,12.7,14,6,7,14,4.25
grimebu01,1931,STL,NL,WS,2,0,0,2,2,1,0,17.7,9,4,9,11,2.03
hallabi01,1931,STL,NL,WS,2,0,1,3,2,2,1,18.3,12,1,8,12,0.49
johnssy01,1931,STL,NL,WS,0,1,0,3,1,0,0,9,10,3,1,6,3
lindsji01,1931,STL,NL,WS,0,0,0,2,0,0,0,3.3,4,2,3,2,5.45
rhemfl01,1931,STL,NL,WS,0,0,0,1,0,0,0,1,1,0,0,1,0
bushgu01,1932,CHC,NL,WS,0,1,0,2,2,0,0,5.7,5,9,6,2,14.21
grimebu01,1932,CHC,NL,WS,0,0,0,2,0,0,0,2.7,7,7,2,0,23.33
malonpa02,1932,CHC,NL,WS,0,0,0,1,0,0,0,2.7,1,0,4,4,0
mayja01,1932,CHC,NL,WS,0,1,0,2,0,0,0,4.7,9,6,3,4,11.49
rootch01,1932,CHC,NL,WS,0,1,0,1,1,0,0,4.3,6,5,3,4,10.47
smithbo02,1932,CHC,NL,WS,0,0,0,1,0,0,0,1,2,1,0,1,9
tinnibu01,1932,CHC,NL,WS,0,0,0,2,0,0,0,2.3,0,0,0,3,0
warnelo01,1932,CHC,NL,WS,0,1,0,2,1,1,0,10.7,15,7,5,8,5.89
allenjo02,1932,NYY,AL,WS,0,0,0,1,0,0,0,0.7,5,3,0,0,38.57
gomezle01,1932,NYY,AL,WS,1,0,0,1,1,1,0,9,9,1,1,8,1
moorewi01,1932,NYY,AL,WS,1,0,0,1,0,0,0,5.3,2,0,0,1,0
pennohe01,1932,NYY,AL,WS,0,0,2,2,0,0,0,4,2,1,1,4,2.25
pipgrge01,1932,NYY,AL,WS,1,0,0,1,0,0,0,8,9,4,3,1,4.5
ruffire01,1932,NYY,AL,WS,1,0,0,1,1,1,0,9,10,4,6,10,4
bellhi01,1933,NYG,NL,WS,0,0,0,1,0,0,0,1,0,0,0,0,0
fitzsfr01,1933,NYG,NL,WS,0,1,0,1,1,0,0,7,9,4,0,2,5.14
hubbeca01,1933,NYG,NL,WS,2,0,0,2,2,2,0,20,13,0,6,15,0
luquedo01,1933,NYG,NL,WS,1,0,0,1,0,0,0,4.3,2,0,2,5,0
schumha02,1933,NYG,NL,WS,1,0,0,2,2,1,0,14.7,13,4,5,3,2.45
crowdal01,1933,WSH,AL,WS,0,1,0,2,1,0,0,11,16,9,5,7,7.36
mccolal01,1933,WSH,AL,WS,0,0,0,1,2,0,0,2,0,0,0,0,0
russeja01,1933,WSH,AL,WS,0,1,0,3,0,0,0,10.3,8,1,0,7,0.87
stewale01,1933,WSH,AL,WS,0,1,0,1,0,0,0,1.3,6,2,0,0,13.85
thomato02,1933,WSH,AL,WS,0,0,0,2,1,0,0,1.3,1,0,0,2,0
weavemo01,1933,WSH,AL,WS,0,1,0,1,0,0,0,10.3,11,2,4,3,1.75
whiteea01,1933,WSH,AL,WS,1,0,0,1,1,1,1,9,5,0,2,2,0
aukerel01,1934,DET,AL,WS,1,1,0,2,2,1,0,11.3,16,7,5,2,5.58
bridgto01,1934,DET,AL,WS,1,1,0,3,2,1,0,17.3,21,7,1,12,3.64
crowdal01,1934,DET,AL,WS,0,1,0,2,1,0,0,6,6,1,1,2,1.5
hogsech01,1934,DET,AL,WS,0,0,0,3,0,0,0,7.3,6,1,3,3,1.23
marbefi01,1934,DET,AL,WS,0,0,0,2,0,0,0,1.7,5,4,1,0,21.18
rowesc01,1934,DET,AL,WS,1,1,0,3,2,2,0,21.3,19,7,0,12,2.96
carlete01,1934,STL,NL,WS,0,0,0,2,1,0,0,3.7,5,3,2,2,7.3
deandi01,1934,STL,NL,WS,2,1,0,3,3,2,1,26,20,5,5,17,1.73
deanpa01,1934,STL,NL,WS,2,0,0,2,2,2,0,18,15,2,7,11,1
haineje01,1934,STL,NL,WS,0,0,0,1,0,0,0,0.7,1,0,0,2,0
hallabi01,1934,STL,NL,WS,0,0,0,1,1,0,0,8.3,6,2,4,6,2.17
mooneji01,1934,STL,NL,WS,0,0,0,1,0,0,0,1,1,0,0,0,0
vanceda01,1934,STL,NL,WS,0,0,0,1,0,0,0,1.3,2,0,1,3,0
walkebi01,1934,STL,NL,WS,0,2,0,2,0,0,0,6.3,6,5,6,2,7.14
carlete01,1935,CHC,NL,WS,0,1,0,1,1,0,0,7,6,1,7,4,1.29
frencla01,1935,CHC,NL,WS,0,2,0,2,1,1,0,10.7,15,4,2,8,3.36
henshro01,1935,CHC,NL,WS,0,0,0,1,0,0,0,3.7,2,3,5,2,7.3
kowalfa01,1935,CHC,NL,WS,0,0,0,1,0,0,0,4.3,3,1,1,1,2.09
leebi02,1935,CHC,NL,WS,0,0,1,2,1,0,0,10.3,11,4,5,5,3.5
rootch01,1935,CHC,NL,WS,0,1,0,2,1,0,0,2,5,4,1,2,18
warnelo01,1935,CHC,NL,WS,2,0,0,3,2,1,1,16.7,9,1,4,5,0.54
aukerel01,1935,DET,AL,WS,0,0,0,1,1,0,0,6,6,2,2,1,3
bridgto01,1935,DET,AL,WS,2,0,0,2,2,2,0,18,18,5,4,9,2.5
crowdal01,1935,DET,AL,WS,1,0,0,1,1,1,0,9,5,1,3,5,1
hogsech01,1935,DET,AL,WS,0,0,0,1,0,0,0,1,0,0,1,0,0
rowesc01,1935,DET,AL,WS,1,2,0,3,2,2,0,21,19,6,1,14,2.57
castlsl01,1936,NYG,NL,WS,0,0,0,1,0,0,0,4.3,3,1,2,5,2.09
coffmdi01,1936,NYG,NL,WS,0,0,0,2,0,0,0,1.7,5,6,1,1,31.76
fitzsfr01,1936,NYG,NL,WS,0,2,0,2,2,1,0,11.7,13,7,2,6,5.38
gablefr01,1936,NYG,NL,WS,0,0,0,2,0,0,0,5,7,4,4,0,7.2
gumbeha01,1936,NYG,NL,WS,0,0,0,2,0,0,0,2,7,8,4,2,36
hubbeca01,1936,NYG,NL,WS,1,1,0,2,2,1,0,16,15,4,2,10,2.25
schumha02,1936,NYG,NL,WS,1,1,0,2,2,1,0,12,13,7,10,11,5.25
smithal03,1936,NYG,NL,WS,0,0,0,1,0,0,0,0.3,2,3,1,0,90
gomezle01,1936,NYY,AL,WS,2,0,0,2,2,1,0,15.3,14,8,11,9,4.71
hadlebu01,1936,NYY,AL,WS,1,0,0,1,1,0,0,8,10,1,1,2,1.13
malonpa02,1936,NYY,AL,WS,0,1,1,2,0,0,0,5,2,1,1,2,1.8
murphjo04,1936,NYY,AL,WS,0,0,1,1,0,0,0,2.7,1,1,1,1,3.33
pearsmo01,1936,NYY,AL,WS,1,0,0,1,1,1,0,9,7,2,2,7,2
ruffire01,1936,NYY,AL,WS,0,1,0,2,2,0,0,14,16,7,5,12,4.5
brenndo01,1937,NYG,NL,WS,0,0,0,2,0,0,0,3,1,0,1,1,0
coffmdi01,1937,NYG,NL,WS,0,0,0,2,0,0,0,4.3,2,2,5,1,4.19
gumbeha01,1937,NYG,NL,WS,0,0,0,2,0,0,0,1.3,4,4,1,1,27.69
hubbeca01,1937,NYG,NL,WS,1,1,0,2,2,1,0,14.3,12,6,4,7,3.78
meltocl01,1937,NYG,NL,WS,0,2,0,3,2,0,0,11,12,6,6,7,4.91
schumha02,1937,NYG,NL,WS,0,1,0,1,1,0,0,6,9,4,4,3,6
smithal03,1937,NYG,NL,WS,0,0,0,2,0,0,0,3,2,1,0,1,3
andreiv01,1937,NYY,AL,WS,0,0,0,1,0,0,0,5.7,6,2,4,1,3.16
gomezle01,1937,NYY,AL,WS,2,0,0,2,2,2,0,18,16,3,2,8,1.5
hadlebu01,1937,NYY,AL,WS,0,1,0,1,1,0,0,1.3,6,5,0,0,34.62
murphjo04,1937,NYY,AL,WS,0,0,1,1,0,0,0,0.3,0,0,0,0,0
pearsmo01,1937,NYY,AL,WS,1,0,0,1,1,0,0,8.7,5,1,2,4,1.03
ruffire01,1937,NYY,AL,WS,1,0,0,1,1,1,0,9,7,1,3,8,1
wickeke01,1937,NYY,AL,WS,0,0,0,1,0,0,0,1,0,0,0,0,0
bryancl01,1938,CHC,NL,WS,0,1,0,1,0,0,0,5.3,6,4,5,3,6.79
carlete01,1938,CHC,NL,WS,0,0,0,1,1,0,0,0,1,2,2,0,
deandi01,1938,CHC,NL,WS,0,1,0,2,0,0,0,8.3,8,6,1,2,6.51
frencla01,1938,CHC,NL,WS,0,0,0,3,1,0,0,3.3,1,1,1,2,2.73
leebi02,1938,CHC,NL,WS,0,2,0,2,0,0,0,11,15,3,1,8,2.45
pageva01,1938,CHC,NL,WS,0,0,0,1,2,0,0,1.3,2,2,0,0,13.85
rootch01,1938,CHC,NL,WS,0,0,0,1,0,0,0,3,3,1,0,1,3
russeja01,1938,CHC,NL,WS,0,0,0,2,0,0,0,1.7,1,0,1,0,0
gomezle01,1938,NYY,AL,WS,1,0,0,1,1,0,0,7,9,3,1,5,3.86
murphjo04,1938,NYY,AL,WS,0,0,1,1,0,0,0,2,2,0,1,1,0
pearsmo01,1938,NYY,AL,WS,1,0,0,1,1,1,0,9,5,1,2,9,1
ruffire01,1938,NYY,AL,WS,2,0,0,2,2,2,0,18,17,3,2,11,1.5
derripa01,1939,CIN,NL,WS,0,1,0,2,2,1,0,15.3,9,4,3,9,2.35
grissle01,1939,CIN,NL,WS,0,0,0,1,0,0,0,1.3,0,0,1,0,0
moorewh01,1939,CIN,NL,WS,0,0,0,1,0,0,0,3,0,0,0,2,0
thompju01,1939,CIN,NL,WS,0,1,0,1,1,0,0,4.7,5,7,4,3,13.4
waltebu01,1939,CIN,NL,WS,0,2,0,2,1,1,0,11,13,6,1,6,4.91
gomezle01,1939,NYY,AL,WS,0,0,0,1,1,0,0,1,3,1,0,1,9
hadlebu01,1939,NYY,AL,WS,1,0,0,1,0,0,0,8,7,2,3,2,2.25
hildeor01,1939,NYY,AL,WS,0,0,0,1,1,0,0,4,2,0,0,3,0
murphjo04,1939,NYY,AL,WS,1,0,0,1,0,0,0,3.3,5,1,0,2,2.73
pearsmo01,1939,NYY,AL,WS,1,0,0,1,1,1,1,9,2,0,1,8,0
ruffire01,1939,NYY,AL,WS,1,0,0,1,1,1,0,9,4,1,1,4,1
sundrst01,1939,NYY,AL,WS,0,0,0,1,0,0,0,2.7,4,0,1,2,0
beggsjo01,1940,CIN,NL,WS,0,0,0,1,0,0,0,1,3,1,0,1,9
derripa01,1940,CIN,NL,WS,2,1,0,3,3,2,0,19.3,17,6,10,6,2.8
hutchjo02,1940,CIN,NL,WS,0,0,0,1,0,0,0,1,2,1,1,0,9
moorewh01,1940,CIN,NL,WS,0,0,0,3,0,0,0,8.3,8,3,6,7,3.25
riddlel01,1940,CIN,NL,WS,0,0,0,1,0,0,0,1,0,0,0,2,0
thompju01,1940,CIN,NL,WS,0,1,0,1,1,0,0,3.3,8,6,4,2,16.36
turneji01,1940,CIN,NL,WS,0,1,0,1,1,0,0,6,8,5,0,4,7.5
vandejo01,1940,CIN,NL,WS,0,0,0,1,0,0,0,3,2,0,3,2,0
waltebu01,1940,CIN,NL,WS,2,0,0,2,2,2,1,18,8,3,6,6,1.5
bridgto01,1940,DET,AL,WS,1,0,0,1,1,1,0,9,10,3,1,5,3
gorsijo01,1940,DET,AL,WS,0,0,0,2,0,0,0,11.3,6,1,4,4,0.8
hutchfr01,1940,DET,AL,WS,0,0,0,1,0,0,0,1,1,1,1,1,9
mckaiar01,1940,DET,AL,WS,0,0,0,1,0,0,0,3,4,1,0,0,3
newsobo01,1940,DET,AL,WS,2,1,0,3,3,3,1,26,18,4,4,17,1.38
rowesc01,1940,DET,AL,WS,0,2,0,2,2,0,0,3.7,12,7,1,1,17.03
smithcl01,1940,DET,AL,WS,0,0,0,1,0,0,0,4,1,1,3,1,2.25
troutdi01,1940,DET,AL,WS,0,1,0,1,1,0,0,2,6,2,1,1,9
allenjo02,1941,BRO,NL,WS,0,0,0,3,0,0,0,3.7,1,0,3,0,0
caseyhu01,1941,BRO,NL,WS,0,2,0,3,0,0,0,5.3,9,2,2,1,3.4
daviscu01,1941,BRO,NL,WS,0,1,0,1,1,0,0,5.3,6,3,3,1,5.09
fitzsfr01,1941,BRO,NL,WS,0,0,0,1,1,0,0,7,4,0,3,1,0
frencla01,1941,BRO,NL,WS,0,0,0,2,0,0,0,1,0,0,0,0,0
higbeki01,1941,BRO,NL,WS,0,0,0,1,1,0,0,3.7,6,3,2,1,7.3
wyattwh01,1941,BRO,NL,WS,1,1,0,2,2,2,0,18,15,5,10,14,2.5
bonhati01,1941,NYY,AL,WS,1,0,0,1,1,1,0,9,4,1,2,2,1
breuema01,1941,NYY,AL,WS,0,0,0,1,0,0,0,3,3,0,1,2,0
chandsp01,1941,NYY,AL,WS,0,1,0,1,1,0,0,5,4,2,2,2,3.6
donalat01,1941,NYY,AL,WS,0,0,0,1,1,0,0,4,6,4,3,2,9
murphjo04,1941,NYY,AL,WS,1,0,0,2,0,0,0,6,2,0,1,3,0
ruffire01,1941,NYY,AL,WS,1,0,0,1,1,1,0,9,6,1,3,5,1
russoma01,1941,NYY,AL,WS,1,0,0,1,1,1,0,9,4,1,2,5,1
bonhati01,1942,NYY,AL,WS,0,1,0,2,1,1,0,11,9,5,3,3,4.09
borowha01,1942,NYY,AL,WS,0,0,0,1,1,0,0,3,6,6,3,1,18
breuema01,1942,NYY,AL,WS,0,0,0,1,0,0,0,0,2,0,0,0,
chandsp01,1942,NYY,AL,WS,0,1,1,2,1,0,0,8.3,5,1,1,3,1.08
donalat01,1942,NYY,AL,WS,0,1,0,1,0,0,0,3,3,2,2,1,6
ruffire01,1942,NYY,AL,WS,1,1,0,2,2,1,0,17.7,14,8,7,11,4.07
turneji01,1942,NYY,AL,WS,0,0,0,1,0,0,0,1,0,0,1,0,0
beazljo01,1942,STL,NL,WS,2,0,0,2,2,2,0,18,17,5,3,6,2.5
coopemo01,1942,STL,NL,WS,0,1,0,2,2,0,0,13,17,8,4,9,5.54
gumbeha01,1942,STL,NL,WS,0,0,0,2,0,0,0,0.7,1,0,0,0,0
laniema01,1942,STL,NL,WS,1,0,0,2,0,0,0,4,3,0,1,1,0
polleho01,1942,STL,NL,WS,0,0,0,1,0,0,0,0.3,0,0,0,0,0
whiteer01,1942,STL,NL,WS,1,0,0,1,1,1,1,9,6,0,0,6,0
bonhati01,1943,NYY,AL,WS,0,1,0,1,1,0,0,8,6,4,3,9,4.5
borowha01,1943,NYY,AL,WS,1,0,0,1,1,0,0,8,6,2,3,4,2.25
chandsp01,1943,NYY,AL,WS,2,0,0,2,2,2,1,18,17,1,3,10,0.5
murphjo04,1943,NYY,AL,WS,0,0,1,2,0,0,0,2,1,0,1,1,0
russoma01,1943,NYY,AL,WS,1,0,0,1,1,1,0,9,7,0,1,2,0
brazlal01,1943,STL,NL,WS,0,1,0,1,1,0,0,7.3,5,3,2,4,3.7
brechha01,1943,STL,NL,WS,0,1,0,3,0,0,0,3.7,5,1,3,3,2.43
coopemo01,1943,STL,NL,WS,1,1,0,2,2,1,0,16,11,5,3,10,2.81
dicksmu01,1943,STL,NL,WS,0,0,0,1,0,0,0,0.7,0,0,1,0,0
kristho01,1943,STL,NL,WS,0,0,0,1,0,0,0,0,1,0,0,0,
laniema01,1943,STL,NL,WS,0,1,0,3,2,0,0,15.3,13,3,3,13,1.76
galehde01,1944,SLB,AL,WS,1,1,0,2,2,2,0,18,13,3,5,15,1.5
hollial01,1944,SLB,AL,WS,0,0,0,1,0,0,0,4,5,1,2,1,2.25
jakucsi01,1944,SLB,AL,WS,0,1,0,1,1,0,0,3,5,3,0,4,9
krameja01,1944,SLB,AL,WS,1,0,0,2,1,1,0,11,9,0,4,12,0
muncrbo01,1944,SLB,AL,WS,0,1,0,2,0,0,0,6.7,5,1,4,4,1.34
pottene01,1944,SLB,AL,WS,0,1,0,2,0,0,0,9.7,10,1,3,6,0.93
shirlte01,1944,SLB,AL,WS,0,0,0,1,2,0,0,2,2,0,1,1,0
brechha01,1944,STL,NL,WS,1,0,0,1,1,1,0,9,9,1,4,4,1
byerlbu01,1944,STL,NL,WS,0,0,0,1,0,0,0,1.3,0,0,0,1,0
coopemo01,1944,STL,NL,WS,1,1,0,2,2,1,1,16,9,2,5,16,1.13
donnebl01,1944,STL,NL,WS,1,0,0,2,0,0,0,6,2,0,1,9,0
jurisal01,1944,STL,NL,WS,0,0,0,1,0,0,0,0.7,2,2,1,0,25.71
laniema01,1944,STL,NL,WS,1,0,0,2,2,0,0,12.3,8,3,8,11,2.2
schmifr01,1944,STL,NL,WS,0,0,0,1,0,0,0,3.3,1,0,1,1,0
wilkste01,1944,STL,NL,WS,0,1,1,2,1,0,0,6.3,5,4,3,7,5.71
borowha01,1945,CHC,NL,WS,2,2,0,4,3,1,1,18,21,8,6,8,4
chipmbo01,1945,CHC,NL,WS,0,0,0,1,0,0,0,0.3,0,0,1,0,0
derripa01,1945,CHC,NL,WS,0,0,0,3,0,0,0,5.3,5,4,7,1,6.79
erickpa01,1945,CHC,NL,WS,0,0,0,4,0,0,0,7,8,3,3,5,3.86
passecl01,1945,CHC,NL,WS,1,0,0,3,2,1,1,16.7,7,5,8,3,2.69
primra01,1945,CHC,NL,WS,0,1,0,2,1,0,0,4,4,4,1,1,9
vandehy01,1945,CHC,NL,WS,0,0,0,3,0,0,0,6,1,0,3,3,0
wyseha01,1945,CHC,NL,WS,0,1,0,3,1,0,0,7.7,8,6,4,1,7.01
bentoal01,1945,DET,AL,WS,0,0,0,3,0,0,0,4.7,6,1,0,5,1.91
bridgto01,1945,DET,AL,WS,0,0,0,1,0,0,0,1.7,3,3,3,1,15.88
castege01,1945,DET,AL,WS,0,0,0,1,0,0,0,0.7,0,0,0,1,0
muellle01,1945,DET,AL,WS,0,0,0,1,0,0,0,2,0,0,1,1,0
newhoha01,1945,DET,AL,WS,2,1,0,3,3,2,0,20.7,25,14,4,22,6.09
overmst01,1945,DET,AL,WS,0,1,0,1,1,0,0,6,4,2,2,2,3
tobinji01,1945,DET,AL,WS,0,0,0,1,0,0,0,3,4,2,1,0,6
troutdi01,1945,DET,AL,WS,1,1,0,2,1,1,0,13.7,9,1,3,9,0.66
truckvi01,1945,DET,AL,WS,1,0,0,2,2,1,0,13.3,14,5,5,7,3.38
bagbyji02,1946,BOS,AL,WS,0,0,0,1,0,0,0,3,6,1,1,1,3
brownma01,1946,BOS,AL,WS,0,0,0,1,0,0,0,1,4,3,1,0,27
dobsojo01,1946,BOS,AL,WS,1,0,0,3,1,1,0,12.7,4,0,3,10,0
dreiscl01,1946,BOS,AL,WS,0,0,0,1,0,0,0,0.3,0,0,0,0,0
ferrida01,1946,BOS,AL,WS,1,0,0,2,2,1,1,13.3,13,3,2,4,2.03
harrimi01,1946,BOS,AL,WS,0,2,0,2,2,0,0,9.7,11,4,4,5,3.71
hughste01,1946,BOS,AL,WS,0,1,0,3,2,0,0,14.3,14,5,3,8,3.15
johnsea01,1946,BOS,AL,WS,1,0,0,3,0,0,0,3.3,1,1,2,1,2.73
klingbo01,1946,BOS,AL,WS,0,1,0,1,0,0,0,0.7,2,1,1,0,12.86
rybami01,1946,BOS,AL,WS,0,0,0,1,0,0,0,0.7,2,1,1,0,12.86
zuberbi01,1946,BOS,AL,WS,0,0,0,1,0,0,0,2,3,1,1,1,4.5
beazljo01,1946,STL,NL,WS,0,0,0,1,0,0,0,1,1,0,0,1,0
brazlal01,1946,STL,NL,WS,0,1,0,1,0,0,0,6.7,7,4,6,4,5.37
brechha01,1946,STL,NL,WS,3,0,0,3,2,2,1,20,14,1,5,11,0.45
dicksmu01,1946,STL,NL,WS,0,1,0,2,2,0,0,14,11,6,4,7,3.86
mungere01,1946,STL,NL,WS,1,0,0,1,1,1,0,9,9,1,3,2,1
polleho01,1946,STL,NL,WS,0,1,0,2,2,1,0,10.3,12,4,4,3,3.5
wilkste01,1946,STL,NL,WS,0,0,0,1,0,0,0,1,2,0,0,0,0
barnere02,1947,BRO,NL,WS,0,1,0,3,1,0,0,6.7,4,2,10,3,2.69
behrmha01,1947,BRO,NL,WS,0,0,0,5,0,0,0,6.3,9,5,5,3,7.14
brancra01,1947,BRO,NL,WS,1,1,0,3,1,0,0,8.3,12,8,5,8,8.67
caseyhu01,1947,BRO,NL,WS,2,0,1,6,0,0,0,10.3,5,1,1,3,0.87
greggha01,1947,BRO,NL,WS,0,1,0,3,1,0,0,12.7,9,5,8,10,3.54
hattejo01,1947,BRO,NL,WS,0,0,0,4,1,0,0,9,12,7,7,5,7
lombavi01,1947,BRO,NL,WS,0,1,0,2,2,0,0,6.7,14,9,1,5,12.09
tayloha03,1947,BRO,NL,WS,0,0,0,1,1,0,0,0,2,0,1,0,
bevenbi01,1947,NYY,AL,WS,0,1,0,2,1,1,0,11.3,3,3,11,7,2.39
chandsp01,1947,NYY,AL,WS,0,0,0,1,0,0,0,5.7,2,2,3,1,3.16
drewska01,1947,NYY,AL,WS,0,0,0,2,0,0,0,3,2,1,1,0,3
newsobo01,1947,NYY,AL,WS,0,1,0,2,1,0,0,2.3,6,5,2,0,19.57
pagejo01,1947,NYY,AL,WS,1,1,1,4,0,0,0,12.3,12,6,2,7,4.39
raschvi01,1947,NYY,AL,WS,0,0,0,2,0,0,0,1.3,2,1,0,1,6.92
reynoal01,1947,NYY,AL,WS,1,0,0,2,2,1,0,11.3,15,6,3,6,4.78
sheasp01,1947,NYY,AL,WS,2,0,0,3,3,1,0,15.3,10,4,8,10,2.35
wenslbu01,1947,NYY,AL,WS,0,0,0,1,0,0,0,2,0,0,0,0,0
barrere01,1948,BSN,NL,WS,0,0,0,2,0,0,0,3.7,1,0,0,1,0
bickfve01,1948,BSN,NL,WS,0,1,0,1,1,0,0,3.3,4,1,5,1,2.73
pottene01,1948,BSN,NL,WS,0,0,0,2,1,0,0,5.3,6,5,2,1,8.49
sainjo01,1948,BSN,NL,WS,1,1,0,2,1,2,1,17,9,2,0,9,1.06
spahnwa01,1948,BSN,NL,WS,1,1,0,3,2,0,0,12,10,4,3,12,3
voisebi01,1948,BSN,NL,WS,0,1,0,2,1,0,0,10.7,8,3,2,2,2.52
beardge01,1948,CLE,AL,WS,1,0,1,2,1,1,1,10.7,6,0,1,4,0
chrisru01,1948,CLE,AL,WS,0,0,0,1,0,0,0,0,2,1,0,0,
fellebo01,1948,CLE,AL,WS,0,2,0,2,2,1,0,14.3,10,8,5,7,5.03
gromest01,1948,CLE,AL,WS,1,0,0,1,1,1,0,9,7,1,1,2,1
kliemed01,1948,CLE,AL,WS,0,0,0,1,0,0,0,0,1,3,2,0,
lemonbo01,1948,CLE,AL,WS,2,0,0,2,2,1,0,16.3,16,3,7,6,1.66
muncrbo01,1948,CLE,AL,WS,0,0,0,1,0,0,0,2,1,0,0,0,0
paigesa01,1948,CLE,AL,WS,0,0,0,1,0,0,0,0.7,0,0,0,0,0
bantaja01,1949,BRO,NL,WS,0,0,0,3,0,0,0,5.7,5,2,1,4,3.16
barnere02,1949,BRO,NL,WS,0,1,0,1,1,0,0,2.7,3,5,6,2,16.67
brancra01,1949,BRO,NL,WS,0,1,0,1,1,0,0,8.7,4,4,4,6,4.14
erskica01,1949,BRO,NL,WS,0,0,0,2,0,0,0,1.7,3,3,1,0,15.88
hattejo01,1949,BRO,NL,WS,0,0,0,2,0,0,0,1.7,4,3,2,0,15.88
minnepa01,1949,BRO,NL,WS,0,0,0,1,0,0,0,1,1,0,0,0,0
newcodo01,1949,BRO,NL,WS,0,2,0,2,2,1,0,11.7,10,4,3,11,3.08
palicer01,1949,BRO,NL,WS,0,0,0,1,0,0,0,2,1,0,1,1,0
roepr01,1949,BRO,NL,WS,1,0,0,1,1,1,1,9,6,0,0,3,0
byrneto01,1949,NYY,AL,WS,0,0,0,1,1,0,0,3.3,2,1,2,1,2.73
lopated01,1949,NYY,AL,WS,1,0,0,1,1,0,0,5.7,9,4,1,4,6.32
pagejo01,1949,NYY,AL,WS,1,0,1,3,0,0,0,9,6,2,3,8,2
raschvi01,1949,NYY,AL,WS,1,1,0,2,2,0,0,14.7,15,7,5,11,4.29
reynoal01,1949,NYY,AL,WS,1,0,1,2,1,1,1,12.3,2,0,4,14,0
