LahmanID,Year,Team,Lg,Playoff,W,L,SV,G,GS,CG,SH,IP,H,ER,BB,SO,ERA
rapppa01,1999,BOS,AL,ALCS,0,0,0,1,0,0,0,1,0,0,1,0,0
saberbr01,1999,BOS,AL,ALCS,0,1,0,1,1,0,0,6,3,1,1,5,1.5
clemero02,1999,NYY,AL,ALCS,0,1,0,1,1,0,0,2,5,5,2,2,22.5
coneda01,1999,NYY,AL,ALCS,1,0,0,1,1,0,0,7,2,2,3,9,2.57
hernaor01,1999,NYY,AL,ALCS,1,0,0,2,2,0,0,15,4,3,6,13,1.8
irabuhi01,1999,NYY,AL,ALCS,0,0,0,1,0,0,0,4.7,8,7,0,3,13.4
mendora01,1999,NYY,AL,ALCS,0,0,1,2,0,0,0,2.3,0,0,0,2,0
nelsoje01,1999,NYY,AL,ALCS,0,0,0,2,0,0,0,0.7,0,0,0,0,0
pettian01,1999,NYY,AL,ALCS,1,0,0,1,1,0,0,7.3,2,2,1,5,2.47
riverma01,1999,NYY,AL,ALCS,1,0,2,3,0,0,0,4.7,0,0,0,3,0
stantmi02,1999,NYY,AL,ALCS,0,0,0,3,0,0,0,0.3,0,0,1,0,0
watsoal01,1999,NYY,AL,ALCS,0,0,0,3,0,0,0,1,0,0,2,1,0
beckro01,1999,BOS,AL,ALDS2,0,0,0,2,0,0,0,2,2,0,0,2,0
cormirh01,1999,BOS,AL,ALDS2,0,0,0,2,0,0,0,4,2,0,1,4,0
garceri01,1999,BOS,AL,ALDS2,1,0,0,2,0,0,0,2.3,2,1,3,2,3.91
gordoto01,1999,BOS,AL,ALDS2,0,0,0,2,0,0,0,2,1,1,1,3,4.5
lowede01,1999,BOS,AL,ALDS2,1,1,0,3,0,0,0,8.3,6,4,1,7,4.34
martipe02,1999,BOS,AL,ALDS2,1,0,0,2,1,0,0,10,3,0,4,11,0
martira02,1999,BOS,AL,ALDS2,0,0,0,1,1,0,0,5.7,5,2,3,6,3.16
merckke01,1999,BOS,AL,ALDS2,0,0,0,1,1,0,0,1.7,3,2,3,1,10.59
saberbr01,1999,BOS,AL,ALDS2,0,1,0,2,2,0,0,3.7,9,11,4,2,26.76
wakefti01,1999,BOS,AL,ALDS2,0,0,0,2,0,0,0,2,3,3,4,4,13.5
wasdijo01,1999,BOS,AL,ALDS2,0,0,0,2,0,0,0,1.7,2,5,4,1,26.47
assenpa01,1999,CLE,AL,ALDS2,0,0,0,1,0,0,0,1,5,3,0,0,27
burbada01,1999,CLE,AL,ALDS2,0,0,0,1,1,0,0,4,1,0,1,0,0
colonba01,1999,CLE,AL,ALDS2,0,1,0,2,2,0,0,9,11,9,4,12,9
depause01,1999,CLE,AL,ALDS2,0,0,0,3,0,0,0,5,2,1,3,5,1.8
jacksmi02,1999,CLE,AL,ALDS2,0,0,0,2,0,0,0,2,2,1,1,1,4.5
karsast01,1999,CLE,AL,ALDS2,0,0,0,2,0,0,0,3,5,3,1,3,9
nagych01,1999,CLE,AL,ALDS2,1,0,0,2,2,0,0,10,11,8,2,6,7.2
reedst01,1999,CLE,AL,ALDS2,0,0,0,2,0,0,0,2.3,9,8,1,1,31.3
rincori01,1999,CLE,AL,ALDS2,0,0,0,1,0,0,0,0.7,2,4,1,1,51.43
shueypa01,1999,CLE,AL,ALDS2,1,1,0,3,0,0,0,4,4,5,4,5,11.25
wrighja02,1999,CLE,AL,ALDS2,0,1,0,1,0,0,0,2,4,4,1,1,18
glavito02,1999,ATL,NL,NLDS1,0,0,0,1,1,0,0,6,5,2,3,6,3
maddugr01,1999,ATL,NL,NLDS1,0,1,0,2,1,0,0,7,10,2,5,5,2.57
mcglike01,1999,ATL,NL,NLDS1,0,0,0,1,0,0,0,0.3,0,0,0,0,0
millwke01,1999,ATL,NL,NLDS1,1,0,1,2,1,0,0,10,1,1,0,9,0.9
mulhote01,1999,ATL,NL,NLDS1,0,0,0,2,0,0,0,0.7,3,2,0,0,25.71
remlimi01,1999,ATL,NL,NLDS1,0,0,0,2,0,0,0,3.7,4,4,3,4,9.73
rockejo01,1999,ATL,NL,NLDS1,0,0,1,2,0,0,0,3.3,0,0,2,5,0
smoltjo01,1999,ATL,NL,NLDS1,1,0,0,1,1,0,0,7,6,4,3,3,5.14
sprinru01,1999,ATL,NL,NLDS1,0,0,0,1,0,0,0,1,2,0,1,1,0
cabrejo01,1999,HOU,NL,NLDS1,0,0,0,1,0,0,0,2,2,0,0,6,0
elartsc01,1999,HOU,NL,NLDS1,0,0,0,2,0,0,0,2.3,4,1,1,3,3.91
hamptmi01,1999,HOU,NL,NLDS1,0,0,0,1,1,0,0,7,6,3,1,9,3.86
henrydo01,1999,HOU,NL,NLDS1,0,0,0,2,0,0,0,3.7,1,0,3,2,0
holtch01,1999,HOU,NL,NLDS1,0,0,0,1,0,0,0,0,3,3,0,0,
limajo01,1999,HOU,NL,NLDS1,0,1,0,1,1,0,0,6.7,9,4,2,4,5.37
milletr02,1999,HOU,NL,NLDS1,0,0,0,2,0,0,0,1.3,1,0,0,2,0
powelja04,1999,HOU,NL,NLDS1,0,1,0,3,0,0,0,3,3,2,1,3,6
reynosh01,1999,HOU,NL,NLDS1,0,1,0,2,2,0,0,11,16,5,3,5,4.09
wagnebi02,1999,HOU,NL,NLDS1,0,0,0,1,0,0,0,1,0,0,0,1,0
glavito02,1999,ATL,NL,NLCS,1,0,0,1,1,0,0,7,7,0,1,8,0
maddugr01,1999,ATL,NL,NLCS,1,0,0,2,2,0,0,14,12,3,1,7,1.93
mcglike01,1999,ATL,NL,NLCS,0,1,0,1,0,0,0,1,2,2,4,1,18
millwke01,1999,ATL,NL,NLCS,1,0,0,2,2,0,0,12.7,13,5,1,9,3.54
mulhote01,1999,ATL,NL,NLCS,0,0,0,2,0,0,0,2.7,1,0,1,2,0
remlimi01,1999,ATL,NL,NLCS,0,1,0,5,0,0,0,5.7,3,2,3,4,3.16
rockejo01,1999,ATL,NL,NLCS,0,0,2,6,0,0,0,6.7,3,0,2,9,0
smoltjo01,1999,ATL,NL,NLCS,0,0,1,3,1,0,0,8.7,8,6,0,8,6.21
sprinru01,1999,ATL,NL,NLCS,1,0,0,2,0,0,0,2,0,0,1,1,0
benitar01,1999,NYM,NL,NLCS,0,0,1,5,0,0,0,6.7,3,1,2,9,1.34
cookde01,1999,NYM,NL,NLCS,0,0,0,3,0,0,0,1.3,1,0,2,1,0
doteloc01,1999,NYM,NL,NLCS,1,0,0,1,1,0,0,3,4,1,2,5,3
francjo01,1999,NYM,NL,NLCS,0,0,0,3,0,0,0,2.7,3,1,1,3,3.33
hershor01,1999,NYM,NL,NLCS,0,0,0,2,0,0,0,4.3,1,0,3,5,0
leiteal01,1999,NYM,NL,NLCS,0,1,0,2,2,0,0,7,5,5,4,5,6.43
mahompa01,1999,NYM,NL,NLCS,0,0,0,3,0,0,0,6.3,4,1,3,3,1.43
reedri01,1999,NYM,NL,NLCS,0,0,0,1,1,0,0,7,3,2,0,5,2.57
rogerke01,1999,NYM,NL,NLCS,0,2,0,3,1,0,0,7.7,11,5,7,2,5.84
wendetu01,1999,NYM,NL,NLCS,1,0,0,5,0,0,0,5.7,2,3,4,5,4.74
yoshima01,1999,NYM,NL,NLCS,0,1,0,2,2,0,0,7.7,9,4,3,4,4.68
anderbr02,1999,ARI,NL,NLDS2,0,0,0,1,1,0,0,7,7,2,0,4,2.57
chouibo01,1999,ARI,NL,NLDS2,0,0,0,2,0,0,0,2,3,1,0,1,4.5
daalom01,1999,ARI,NL,NLDS2,0,1,0,1,1,0,0,4,6,3,3,4,6.75
holmeda01,1999,ARI,NL,NLDS2,0,0,0,1,0,0,0,1.3,1,4,3,0,27.69
johnsra05,1999,ARI,NL,NLDS2,0,1,0,1,1,0,0,8.3,8,7,3,11,7.59
mantema01,1999,ARI,NL,NLDS2,0,1,0,1,0,0,0,2,1,1,3,1,4.5
olsongr01,1999,ARI,NL,NLDS2,0,0,0,2,0,0,0,0.3,0,0,1,0,0
plesada01,1999,ARI,NL,NLDS2,0,0,0,1,0,0,0,0.3,3,2,0,0,60
stottto01,1999,ARI,NL,NLDS2,1,0,0,1,1,0,0,6.7,4,1,5,6,1.34
swindgr01,1999,ARI,NL,NLDS2,0,0,0,3,0,0,0,3.3,1,0,3,1,0
benitar01,1999,NYM,NL,NLDS2,0,0,0,2,0,0,0,2.3,2,0,1,2,0
cookde01,1999,NYM,NL,NLDS2,0,0,0,1,0,0,0,1.7,1,0,1,1,0
doteloc01,1999,NYM,NL,NLDS2,0,0,0,1,0,0,0,0.3,1,2,2,0,60
francjo01,1999,NYM,NL,NLDS2,1,0,0,3,0,0,0,3.7,1,0,0,2,0
hershor01,1999,NYM,NL,NLDS2,0,0,0,1,0,0,0,1,0,0,0,1,0
leiteal01,1999,NYM,NL,NLDS2,0,0,0,1,1,0,0,7.7,3,3,3,4,3.51
mahompa01,1999,NYM,NL,NLDS2,0,0,0,1,0,0,0,1.7,3,1,0,1,5.29
reedri01,1999,NYM,NL,NLDS2,1,0,0,1,1,0,0,6,4,2,3,2,3
rogerke01,1999,NYM,NL,NLDS2,0,1,0,1,1,0,0,4.3,5,4,2,6,8.37
wendetu01,1999,NYM,NL,NLDS2,1,0,0,2,0,0,0,2,0,0,2,0,0
yoshima01,1999,NYM,NL,NLDS2,0,0,0,1,1,0,0,5.3,6,4,0,3,6.79
glavito02,1999,ATL,NL,WS,0,0,0,1,1,0,0,7,7,4,0,3,5.14
maddugr01,1999,ATL,NL,WS,0,1,0,1,1,0,0,7,5,2,3,5,2.57
mcglike01,1999,ATL,NL,WS,0,0,0,1,0,0,0,2,2,0,1,2,0
millwke01,1999,ATL,NL,WS,0,1,0,1,1,0,0,2,8,4,2,2,18
mulhote01,1999,ATL,NL,WS,0,0,0,2,0,0,0,3.7,5,3,1,3,7.3
remlimi01,1999,ATL,NL,WS,0,1,0,2,0,0,0,1,1,1,1,0,9
rockejo01,1999,ATL,NL,WS,0,0,0,2,0,0,0,3,2,0,2,4,0
smoltjo01,1999,ATL,NL,WS,0,1,0,1,1,0,0,7,6,3,3,11,3.86
sprinru01,1999,ATL,NL,WS,0,0,0,2,0,0,0,2.3,1,0,0,1,0
clemero02,1999,NYY,AL,WS,1,0,0,1,1,0,0,7.7,4,1,2,4,1.17
coneda01,1999,NYY,AL,WS,1,0,0,1,1,0,0,7,1,0,5,4,0
grimsja01,1999,NYY,AL,WS,0,0,0,1,0,0,0,2.3,2,0,2,0,0
hernaor01,1999,NYY,AL,WS,1,0,0,1,1,0,0,7,1,1,2,10,1.29
mendora01,1999,NYY,AL,WS,0,0,0,1,0,0,0,1.7,3,2,1,0,10.59
nelsoje01,1999,NYY,AL,WS,0,0,0,4,0,0,0,2.7,2,0,1,3,0
pettian01,1999,NYY,AL,WS,0,0,0,1,1,0,0,3.7,10,5,1,1,12.16
riverma01,1999,NYY,AL,WS,1,0,2,3,0,0,0,4.7,3,0,1,3,0
stantmi02,1999,NYY,AL,WS,0,0,0,1,0,0,0,0.3,0,0,0,1,0
