LahmanID,Year,Team,Lg,Playoff,G,AB,R,H,2B,3B,HR,RBI,SH,SF,SB,CS,BB,IBB,HBP,SO,,,,CS,TB
mancugu01,1933,NYG,NL,WS,5,17,2,2,1,0,0,2,,,0,,3,,,0,,,,,3
manushe01,1933,WSH,AL,WS,5,18,2,2,0,0,0,0,,,0,,2,,,1,,,,,2
mccolal01,1933,WSH,AL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
moorejo02,1933,NYG,NL,WS,5,22,1,5,1,0,0,1,,,0,,1,,,3,,,,,6
myerbu01,1933,WSH,AL,WS,5,20,2,6,1,0,0,2,,,0,,2,,,3,,,,,7
o'doule01,1933,NYG,NL,WS,1,1,1,1,0,0,0,2,,,0,,0,,,0,,,,,1
ottme01,1933,NYG,NL,WS,5,18,3,7,0,0,2,4,,,0,,4,,,4,,,,,13
peelho01,1933,NYG,NL,WS,2,2,0,1,0,0,0,0,,,0,,0,,,0,,,,,1
ricesa01,1933,WSH,AL,WS,1,1,0,1,0,0,0,0,,,0,,0,,,0,,,,,1
russeja01,1933,WSH,AL,WS,3,2,0,0,0,0,0,0,,,0,,1,,,2,,,,,0
ryanbl01,1933,NYG,NL,WS,5,18,0,5,0,0,0,1,,,0,,1,,,5,,,,,5
schulfr02,1933,WSH,AL,WS,5,21,1,7,1,0,1,4,,,0,,1,,,1,,,,,11
schumha02,1933,NYG,NL,WS,2,7,0,2,0,0,0,3,,,0,,0,,,3,,,,,2
sewellu01,1933,WSH,AL,WS,5,17,1,3,0,0,0,1,,,1,,2,,,0,,,,,3
stewale01,1933,WSH,AL,WS,1,1,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
terrybi01,1933,NYG,NL,WS,5,22,3,6,1,0,1,1,,,0,,0,,,0,,,,,10
thomato02,1933,WSH,AL,WS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
weavemo01,1933,WSH,AL,WS,1,4,0,0,0,0,0,0,,,0,,0,,,2,,,,,0
whiteea01,1933,WSH,AL,WS,1,3,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
aukerel01,1934,DET,AL,WS,2,4,0,0,0,0,0,0,,,0,,0,,,2,,,,,0
bridgto01,1934,DET,AL,WS,3,7,0,1,0,0,0,0,,,0,,1,,,4,,,,,1
carlete01,1934,STL,NL,WS,2,1,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
cochrmi01,1934,DET,AL,WS,7,28,2,6,1,0,0,1,,,0,,4,,,3,,,,,7
colliri02,1934,STL,NL,WS,7,30,4,11,1,0,0,3,,,0,,1,,,2,,,,,12
crawfpa01,1934,STL,NL,WS,2,2,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
crowdal01,1934,DET,AL,WS,2,1,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
davissp01,1934,STL,NL,WS,2,2,0,2,0,0,0,1,,,0,,0,,,0,,,,,2
deandi01,1934,STL,NL,WS,4,12,3,3,2,0,0,1,,,0,,0,,,3,,,,,5
deanpa01,1934,STL,NL,WS,2,6,0,1,0,0,0,2,,,0,,0,,,1,,,,,1
delanbi02,1934,STL,NL,WS,7,29,3,5,3,0,1,4,,,0,,2,,,8,,,,,11
doljafr01,1934,DET,AL,WS,2,2,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
durocle01,1934,STL,NL,WS,7,27,4,7,1,1,0,0,,,0,,0,,,0,,,,,10
foxpe01,1934,DET,AL,WS,7,28,1,8,6,0,0,2,,,0,,1,,,4,,,,,14
friscfr01,1934,STL,NL,WS,7,31,2,6,1,0,0,4,,,0,,0,,,1,,,,,7
fullich01,1934,STL,NL,WS,3,5,0,2,0,0,0,0,,,0,,0,,,0,,,,,2
gehrich01,1934,DET,AL,WS,7,29,5,11,1,0,1,2,,,1,,3,,,0,,,,,15
gosligo01,1934,DET,AL,WS,7,29,2,7,1,0,0,2,,,0,,3,,,1,,,,,8
greenha01,1934,DET,AL,WS,7,28,4,9,2,1,1,7,,,1,,4,,,9,,,,,16
haineje01,1934,STL,NL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
hallabi01,1934,STL,NL,WS,1,3,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
haywora01,1934,DET,AL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
hogsech01,1934,DET,AL,WS,3,3,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
marbefi01,1934,DET,AL,WS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
martipe01,1934,STL,NL,WS,7,31,8,11,3,1,0,4,,,2,,3,,,3,,,,,16
medwijo01,1934,STL,NL,WS,7,29,4,11,0,1,1,5,,,0,,1,,,7,,,,,16
mooneji01,1934,STL,NL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
orsater01,1934,STL,NL,WS,7,22,3,7,0,1,0,2,,,0,,3,,,1,,,,,9
owenma01,1934,DET,AL,WS,7,29,0,2,0,0,0,1,,,1,,0,,,5,,,,,2
rogelbi01,1934,DET,AL,WS,7,29,3,8,1,0,0,4,,,1,,1,,,4,,,,,9
rothrja01,1934,STL,NL,WS,7,30,3,7,3,1,0,6,,,0,,1,,,2,,,,,12
rowesc01,1934,DET,AL,WS,3,7,0,0,0,0,0,0,,,0,,0,,,5,,,,,0
vanceda01,1934,STL,NL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
walkebi01,1934,STL,NL,WS,2,2,0,0,0,0,0,0,,,0,,0,,,2,,,,,0
walkege02,1934,DET,AL,WS,3,3,0,1,0,0,0,1,,,0,,0,,,1,,,,,1
whitebu01,1934,STL,NL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
whitejo01,1934,DET,AL,WS,7,23,6,3,0,0,0,0,,,1,,8,,,4,,,,,3
aukerel01,1935,DET,AL,WS,1,2,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
bridgto01,1935,DET,AL,WS,2,8,1,1,0,0,0,1,,,0,,0,,,3,,,,,1
carlete01,1935,CHC,NL,WS,1,1,0,0,0,0,0,0,,,0,,1,,,1,,,,,0
cavarph01,1935,CHC,NL,WS,6,24,1,3,0,0,0,0,,,0,,0,,,5,,,,,3
cliftfl01,1935,DET,AL,WS,4,16,1,0,0,0,0,0,,,0,,2,,,4,,,,,0
cochrmi01,1935,DET,AL,WS,6,24,3,7,1,0,0,1,,,0,,4,,,1,,,,,8
crowdal01,1935,DET,AL,WS,1,3,1,1,0,0,0,0,,,0,,1,,,0,,,,,1
demarfr02,1935,CHC,NL,WS,6,24,2,6,1,0,2,2,,,0,,1,,,4,,,,,13
foxpe01,1935,DET,AL,WS,6,26,1,10,3,1,0,4,,,0,,0,,,1,,,,,15
frencla01,1935,CHC,NL,WS,2,4,1,1,0,0,0,0,,,0,,0,,,2,,,,,1
galanau01,1935,CHC,NL,WS,6,25,2,4,1,0,0,2,,,0,,2,,,2,,,,,5
gehrich01,1935,DET,AL,WS,6,24,4,9,3,0,0,4,,,1,,2,,,1,,,,,12
gosligo01,1935,DET,AL,WS,6,22,2,6,1,0,0,3,,,0,,5,,,0,,,,,7
greenha01,1935,DET,AL,WS,2,6,1,1,0,0,1,2,,,0,,1,,,0,,,,,4
hackst01,1935,CHC,NL,WS,6,22,2,5,1,1,0,0,,,1,,2,,,2,,,,,8
hartnga01,1935,CHC,NL,WS,6,24,1,7,0,0,1,2,,,0,,0,,,3,,,,,10
henshro01,1935,CHC,NL,WS,1,1,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
hermabi01,1935,CHC,NL,WS,6,24,3,8,2,1,1,6,,,0,,0,,,2,,,,,15
hogsech01,1935,DET,AL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
jurgebi01,1935,CHC,NL,WS,6,16,3,4,0,0,0,1,,,0,,4,,,4,,,,,4
kleinch01,1935,CHC,NL,WS,5,12,2,4,0,0,1,2,,,0,,0,,,2,,,,,7
kowalfa01,1935,CHC,NL,WS,1,2,1,1,0,0,0,0,,,0,,0,,,0,,,,,1
leebi02,1935,CHC,NL,WS,2,1,0,0,0,0,0,1,,,0,,0,,,0,,,,,0
lindsfr01,1935,CHC,NL,WS,4,15,0,3,1,0,0,0,,,0,,1,,,1,,,,,4
o'deake01,1935,CHC,NL,WS,1,1,0,1,0,0,0,1,,,0,,0,,,0,,,,,1
owenma01,1935,DET,AL,WS,6,20,2,1,0,0,0,1,,,0,,2,,,3,,,,,1
rogelbi01,1935,DET,AL,WS,6,24,1,7,2,0,0,1,,,0,,2,,,5,,,,,9
rootch01,1935,CHC,NL,WS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
rowesc01,1935,DET,AL,WS,3,8,0,2,1,0,0,0,,,0,,0,,,1,,,,,3
stephwa01,1935,CHC,NL,WS,1,1,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
walkege02,1935,DET,AL,WS,3,4,1,1,0,0,0,0,,,0,,1,,,0,,,,,1
warnelo01,1935,CHC,NL,WS,3,5,0,1,0,0,0,0,,,0,,0,,,0,,,,,1
whitejo01,1935,DET,AL,WS,5,19,3,5,0,0,0,1,,,0,,5,,,7,,,,,5
bartedi01,1936,NYG,NL,WS,6,21,5,8,3,0,1,3,,,0,,4,,,4,,,,,14
castlsl01,1936,NYG,NL,WS,1,2,0,1,0,0,0,0,,,0,,0,,,0,,,,,1
coffmdi01,1936,NYG,NL,WS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
crosefr01,1936,NYY,AL,WS,6,26,5,7,2,0,0,3,,,0,,3,,,5,,,,,9
danniha01,1936,NYG,NL,WS,2,2,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
daviski01,1936,NYG,NL,WS,4,2,2,1,0,0,0,0,,,0,,0,,,0,,,,,1
dickebi01,1936,NYY,AL,WS,6,25,5,3,0,0,1,5,,,0,,3,,,4,,,,,6
dimagjo01,1936,NYY,AL,WS,6,26,3,9,3,0,0,3,,,0,,1,,,3,,,,,12
fitzsfr01,1936,NYG,NL,WS,2,4,0,2,0,0,0,0,,,0,,0,,,1,,,,,2
gablefr01,1936,NYG,NL,WS,2,0,0,0,0,0,0,0,,,0,,1,,,0,,,,,0
gehrilo01,1936,NYY,AL,WS,6,24,5,7,1,0,2,7,,,0,,3,,,2,,,,,14
gomezle01,1936,NYY,AL,WS,2,8,1,2,0,0,0,3,,,0,,0,,,3,,,,,2
gumbeha01,1936,NYG,NL,WS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
hadlebu01,1936,NYY,AL,WS,1,2,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
hubbeca01,1936,NYG,NL,WS,2,6,0,2,0,0,0,1,,,0,,0,,,0,,,,,2
jackstr01,1936,NYG,NL,WS,6,21,1,4,0,0,0,1,,,0,,1,,,3,,,,,4
johnsro02,1936,NYY,AL,WS,2,1,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
koenima01,1936,NYG,NL,WS,3,3,0,1,0,0,0,0,,,0,,0,,,1,,,,,1
lazzeto01,1936,NYY,AL,WS,6,20,4,5,0,0,1,7,,,0,,4,,,4,,,,,8
leibeha01,1936,NYG,NL,WS,2,6,0,0,0,0,0,0,,,0,,2,,,2,,,,,0
leslisa01,1936,NYG,NL,WS,3,3,0,2,0,0,0,0,,,0,,0,,,0,,,,,2
malonpa02,1936,NYY,AL,WS,2,1,0,1,0,0,0,0,,,0,,0,,,0,,,,,1
mancugu01,1936,NYG,NL,WS,6,19,3,5,2,0,0,1,,,0,,3,,,3,,,,,7
mayoed01,1936,NYG,NL,WS,1,1,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
moorejo02,1936,NYG,NL,WS,6,28,4,6,2,0,1,1,,,0,,1,,,4,,,,,11
murphjo04,1936,NYY,AL,WS,1,2,1,1,0,0,0,1,,,0,,0,,,1,,,,,1
ottme01,1936,NYG,NL,WS,6,23,4,7,2,0,1,3,,,0,,3,,,1,,,,,12
pearsmo01,1936,NYY,AL,WS,1,4,0,2,1,0,0,0,,,0,,0,,,0,,,,,3
powelja03,1936,NYY,AL,WS,6,22,8,10,1,0,1,5,,,1,,4,,,4,,,,,14
ripplji01,1936,NYG,NL,WS,5,12,2,4,0,0,1,3,,,0,,3,,,3,,,,,7
rolfere01,1936,NYY,AL,WS,6,25,5,10,0,0,0,4,,,0,,3,,,1,,,,,10
ruffire01,1936,NYY,AL,WS,3,5,0,0,0,0,0,0,,,0,,1,,,2,,,,,0
schumha02,1936,NYG,NL,WS,2,4,0,0,0,0,0,0,,,0,,1,,,3,,,,,0
seedsbo01,1936,NYY,AL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
selkige01,1936,NYY,AL,WS,6,24,6,8,0,1,2,3,,,0,,4,,,4,,,,,16
smithal03,1936,NYG,NL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
terrybi01,1936,NYG,NL,WS,6,25,1,6,0,0,0,5,,,0,,1,,,4,,,,,6
whitebu01,1936,NYG,NL,WS,6,21,1,1,0,0,0,2,,,0,,1,,,3,,,,,1
andreiv01,1937,NYY,AL,WS,1,2,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
bartedi01,1937,NYG,NL,WS,5,21,3,5,1,0,0,1,,,0,,0,,,3,,,,,6
bergewa01,1937,NYG,NL,WS,3,3,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
brenndo01,1937,NYG,NL,WS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
chiozlo01,1937,NYG,NL,WS,2,7,0,2,0,0,0,0,,,0,,1,,,1,,,,,2
coffmdi01,1937,NYG,NL,WS,2,1,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
crosefr01,1937,NYY,AL,WS,5,21,2,1,0,0,0,0,,,0,,3,,,2,,,,,1
danniha01,1937,NYG,NL,WS,3,12,0,3,1,0,0,2,,,0,,0,,,2,,,,,4
dickebi01,1937,NYY,AL,WS,5,19,3,4,0,1,0,3,,,0,,2,,,2,,,,,6
dimagjo01,1937,NYY,AL,WS,5,22,2,6,0,0,1,4,,,0,,0,,,3,,,,,9
gehrilo01,1937,NYY,AL,WS,5,17,4,5,1,1,1,3,,,0,,5,,,4,,,,,11
gomezle01,1937,NYY,AL,WS,2,6,2,1,0,0,0,1,,,0,,2,,,1,,,,,1
gumbeha01,1937,NYG,NL,WS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
hadlebu01,1937,NYY,AL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
hoagmy01,1937,NYY,AL,WS,5,20,4,6,1,0,1,2,,,0,,0,,,1,,,,,10
hubbeca01,1937,NYG,NL,WS,2,6,1,0,0,0,0,1,,,0,,0,,,0,,,,,0
lazzeto01,1937,NYY,AL,WS,5,15,3,6,0,1,1,2,,,0,,3,,,3,,,,,11
leibeha01,1937,NYG,NL,WS,3,11,2,4,0,0,0,2,,,0,,1,,,1,,,,,4
leslisa01,1937,NYG,NL,WS,2,1,0,0,0,0,0,0,,,0,,1,,,0,,,,,0
mancugu01,1937,NYG,NL,WS,3,8,0,0,0,0,0,1,,,0,,0,,,1,,,,,0
mccarjo03,1937,NYG,NL,WS,5,19,1,4,1,0,0,1,,,0,,1,,,2,,,,,5
meltocl01,1937,NYG,NL,WS,3,2,0,0,0,0,0,0,,,0,,1,,,1,,,,,0
moorejo02,1937,NYG,NL,WS,5,23,1,9,1,0,0,1,,,0,,0,,,1,,,,,10
murphjo04,1937,NYY,AL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
ottme01,1937,NYG,NL,WS,5,20,1,4,0,0,1,3,,,0,,1,,,4,,,,,7
pearsmo01,1937,NYY,AL,WS,1,3,0,0,0,0,0,0,,,0,,1,,,1,,,,,0
powelja03,1937,NYY,AL,WS,1,1,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
ripplji01,1937,NYG,NL,WS,5,17,2,5,0,0,0,0,,,0,,3,,,1,,,,,5
rolfere01,1937,NYY,AL,WS,5,20,3,6,2,1,0,1,,,0,,3,,,2,,,,,10
ruffire01,1937,NYY,AL,WS,1,4,0,2,1,0,0,3,,,0,,0,,,0,,,,,3
ryanbl01,1937,NYG,NL,WS,1,1,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
schumha02,1937,NYG,NL,WS,1,1,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
selkige01,1937,NYY,AL,WS,5,19,5,5,1,0,0,6,,,0,,2,,,0,,,,,6
smithal03,1937,NYG,NL,WS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
whitebu01,1937,NYG,NL,WS,5,16,1,4,2,0,0,0,,,1,,2,,,0,,,,,6
wickeke01,1937,NYY,AL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
bryancl01,1938,CHC,NL,WS,1,2,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
carlete01,1938,CHC,NL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
cavarph01,1938,CHC,NL,WS,4,13,1,6,1,0,0,0,,,0,,0,,,1,,,,,7
colliri02,1938,CHC,NL,WS,4,15,1,2,0,0,0,0,,,0,,0,,,3,,,,,2
crosefr01,1938,NYY,AL,WS,4,16,1,4,2,1,1,6,,,0,,2,,,4,,,,,11
deandi01,1938,CHC,NL,WS,2,3,0,2,0,0,0,0,,,0,,0,,,0,,,,,2
demarfr02,1938,CHC,NL,WS,3,10,1,1,0,0,0,0,,,0,,1,,,2,,,,,1
dickebi01,1938,NYY,AL,WS,4,15,2,6,0,0,1,2,,,1,,1,,,0,,,,,9
dimagjo01,1938,NYY,AL,WS,4,15,4,4,0,0,1,2,,,0,,1,,,1,,,,,7
frencla01,1938,CHC,NL,WS,3,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
galanau01,1938,CHC,NL,WS,2,2,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
gehrilo01,1938,NYY,AL,WS,4,14,4,4,0,0,0,0,,,0,,2,,,3,,,,,4
gomezle01,1938,NYY,AL,WS,1,2,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
gordojo01,1938,NYY,AL,WS,4,15,3,6,2,0,1,6,,,1,,1,,,3,,,,,11
hackst01,1938,CHC,NL,WS,4,17,3,8,1,0,0,1,,,0,,1,,,2,,,,,9
hartnga01,1938,CHC,NL,WS,3,11,0,1,0,1,0,0,,,0,,0,,,2,,,,,3
henrito01,1938,NYY,AL,WS,4,16,3,4,1,0,1,1,,,0,,0,,,1,,,,,8
hermabi01,1938,CHC,NL,WS,4,16,1,3,0,0,0,0,,,0,,1,,,4,,,,,3
hoagmy01,1938,NYY,AL,WS,2,5,3,2,1,0,0,1,,,0,,0,,,0,,,,,3
jurgebi01,1938,CHC,NL,WS,4,13,0,3,1,0,0,0,,,0,,1,,,3,,,,,4
lazzeto01,1938,CHC,NL,WS,2,2,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
leebi02,1938,CHC,NL,WS,2,3,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
martyjo01,1938,CHC,NL,WS,3,12,1,6,1,0,1,5,,,0,,0,,,2,,,,,10
murphjo04,1938,NYY,AL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
o'deake01,1938,CHC,NL,WS,3,5,1,1,0,0,1,2,,,0,,1,,,0,,,,,4
pageva01,1938,CHC,NL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
pearsmo01,1938,NYY,AL,WS,1,3,1,1,0,0,0,0,,,0,,1,,,0,,,,,1
powelja03,1938,NYY,AL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
reynoca01,1938,CHC,NL,WS,4,12,0,0,0,0,0,0,,,0,,1,,,3,,,,,0
rolfere01,1938,NYY,AL,WS,4,18,0,3,0,0,0,1,,,1,,0,,,3,,,,,3
rootch01,1938,CHC,NL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
ruffire01,1938,NYY,AL,WS,2,6,1,1,0,0,0,1,,,0,,1,,,0,,,,,1
russeja01,1938,CHC,NL,WS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
selkige01,1938,NYY,AL,WS,3,10,0,2,0,0,0,1,,,0,,2,,,1,,,,,2
bergewa01,1939,CIN,NL,WS,4,15,0,0,0,0,0,1,,,0,,0,,,4,,,,,0
bongini01,1939,CIN,NL,WS,1,1,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
bordafr01,1939,CIN,NL,WS,2,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
craftha01,1939,CIN,NL,WS,4,11,0,1,0,0,0,0,,,0,,0,,,6,,,,,1
crosefr01,1939,NYY,AL,WS,4,16,2,1,0,0,0,1,,,0,,2,,,2,,,,,1
dahlgba01,1939,NYY,AL,WS,4,14,2,3,2,0,1,2,,,0,,0,,,4,,,,,8
derripa01,1939,CIN,NL,WS,2,5,0,1,0,0,0,0,,,0,,0,,,0,,,,,1
dickebi01,1939,NYY,AL,WS,4,15,2,4,0,0,2,5,,,0,,1,,,2,,,,,10
dimagjo01,1939,NYY,AL,WS,4,16,3,5,0,0,1,3,,,0,,1,,,1,,,,,8
freylo01,1939,CIN,NL,WS,4,17,0,0,0,0,0,0,,,0,,1,,,4,,,,,0
gamblle01,1939,CIN,NL,WS,1,1,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
gomezle01,1939,NYY,AL,WS,1,1,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
goodmiv01,1939,CIN,NL,WS,4,15,3,5,1,0,0,1,,,1,,1,,,2,,,,,6
gordojo01,1939,NYY,AL,WS,4,14,1,2,0,0,0,1,,,0,,0,,,2,,,,,2
grissle01,1939,CIN,NL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
hadlebu01,1939,NYY,AL,WS,1,3,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
hershwi01,1939,CIN,NL,WS,3,2,0,1,0,0,0,1,,,0,,0,,,0,,,,,1
hildeor01,1939,NYY,AL,WS,1,1,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
kellech01,1939,NYY,AL,WS,4,16,8,7,1,1,3,6,,,0,,1,,,2,,,,,19
lombaer01,1939,CIN,NL,WS,4,14,0,3,0,0,0,2,,,0,,0,,,1,,,,,3
mccorfr01,1939,CIN,NL,WS,4,15,1,6,1,0,0,1,,,0,,0,,,1,,,,,7
moorewh01,1939,CIN,NL,WS,1,1,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
murphjo04,1939,NYY,AL,WS,1,2,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
myersbi01,1939,CIN,NL,WS,4,12,2,4,0,1,0,0,,,0,,2,,,3,,,,,6
pearsmo01,1939,NYY,AL,WS,1,2,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
rolfere01,1939,NYY,AL,WS,4,16,2,2,0,0,0,0,,,0,,0,,,0,,,,,2
ruffire01,1939,NYY,AL,WS,1,3,0,1,0,0,0,0,,,0,,0,,,1,,,,,1
selkige01,1939,NYY,AL,WS,4,12,0,2,1,0,0,0,,,0,,3,,,2,,,,,3
simmoal01,1939,CIN,NL,WS,1,4,1,1,1,0,0,0,,,0,,0,,,0,,,,,2
sundrst01,1939,NYY,AL,WS,1,0,0,0,0,0,0,0,,,0,,1,,,0,,,,,0
thompju01,1939,CIN,NL,WS,1,1,0,1,0,0,0,0,,,0,,0,,,0,,,,,1
waltebu01,1939,CIN,NL,WS,2,3,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
werbebi01,1939,CIN,NL,WS,4,16,1,4,0,0,0,2,,,0,,2,,,0,,,,,4
arnovmo01,1940,CIN,NL,WS,1,1,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
averiea01,1940,DET,AL,WS,3,3,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
bakerbi01,1940,CIN,NL,WS,3,4,1,1,0,0,0,0,,,0,,0,,,1,,,,,1
bartedi01,1940,DET,AL,WS,7,26,2,7,2,0,0,3,,,0,,3,,,3,,,,,9
beggsjo01,1940,CIN,NL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
bridgto01,1940,DET,AL,WS,1,3,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
campbbr01,1940,DET,AL,WS,7,25,4,9,1,0,1,5,,,0,,4,,,4,,,,,13
craftha01,1940,CIN,NL,WS,1,1,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
croucfr01,1940,DET,AL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
derripa01,1940,CIN,NL,WS,3,7,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
foxpe01,1940,DET,AL,WS,1,1,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
freylo01,1940,CIN,NL,WS,3,2,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
gehrich01,1940,DET,AL,WS,7,28,3,6,0,0,0,1,,,0,,2,,,0,,,,,6
goodmiv01,1940,CIN,NL,WS,7,29,5,8,2,0,0,5,,,0,,0,,,3,,,,,10
gorsijo01,1940,DET,AL,WS,2,4,0,0,0,0,0,0,,,0,,0,,,2,,,,,0
greenha01,1940,DET,AL,WS,7,28,5,10,2,1,1,6,,,0,,2,,,5,,,,,17
higgipi01,1940,DET,AL,WS,7,24,2,8,3,1,1,6,,,0,,3,,,3,,,,,16
hutchfr01,1940,DET,AL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
hutchjo02,1940,CIN,NL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
joosted01,1940,CIN,NL,WS,7,25,0,5,0,0,0,2,,,0,,1,,,2,,,,,5
lombaer01,1940,CIN,NL,WS,2,3,0,1,1,0,0,0,,,0,,1,,,0,,,,,2
mccorfr01,1940,CIN,NL,WS,7,28,2,6,1,0,0,0,,,0,,1,,,1,,,,,7
mccormi02,1940,CIN,NL,WS,7,29,1,9,3,0,0,2,,,0,,1,,,6,,,,,12
mccosba01,1940,DET,AL,WS,7,23,5,7,1,0,0,1,,,0,,7,,,0,,,,,8
mckaiar01,1940,DET,AL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
moorewh01,1940,CIN,NL,WS,3,2,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
myersbi01,1940,CIN,NL,WS,7,23,0,3,0,0,0,2,,,0,,2,,,5,,,,,3
newsobo01,1940,DET,AL,WS,3,10,1,1,0,0,0,0,,,0,,0,,,1,,,,,1
riddlel01,1940,CIN,NL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
riggsle01,1940,CIN,NL,WS,3,3,1,0,0,0,0,0,,,0,,0,,,2,,,,,0
ripplji01,1940,CIN,NL,WS,7,21,3,7,2,0,1,6,,,0,,4,,,2,,,,,12
rowesc01,1940,DET,AL,WS,2,1,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
smithcl01,1940,DET,AL,WS,1,1,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
sullibi04,1940,DET,AL,WS,5,13,3,2,0,0,0,0,,,0,,5,,,2,,,,,2
tebbebi01,1940,DET,AL,WS,4,11,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
thompju01,1940,CIN,NL,WS,1,1,0,0,0,0,0,0,,,0,,0,,,1,,,,,0
troutdi01,1940,DET,AL,WS,1,1,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
turneji01,1940,CIN,NL,WS,1,2,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
vandejo01,1940,CIN,NL,WS,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,,0
