LahmanID,Year,Team,Lg,G,W,L,GS,CG,SH,SV,IP,H,ER,HR,BB,SO,ERA
andrejo01,1955,CHC,NL,22,0,1,3,0,0,1,45,45,29,7,28,19,5.8
tremebi01,1955,CHC,NL,23,3,0,0,0,0,2,38.7,33,16,2,18,13,3.72
kaisedo01,1955,CHC,NL,11,0,0,0,0,0,0,18.3,20,11,2,5,11,5.4
cohenhy01,1955,CHC,NL,7,0,0,1,0,0,0,17,28,15,2,10,4,7.94
amorvi01,1955,CHC,NL,4,0,1,0,0,0,0,6,11,3,0,3,3,4.5
churcbu01,1955,CHC,NL,2,0,0,0,0,0,1,3.3,4,2,1,1,3,5.4
thorpbo02,1955,CHC,NL,2,0,0,0,0,0,0,3,4,1,0,0,0,3
piercbi02,1955,CHW,AL,33,15,10,26,16,6,1,205.7,162,45,16,64,157,1.97
donovdi01,1955,CHW,AL,29,15,9,24,11,5,0,187,186,69,17,48,88,3.32
harshja01,1955,CHW,AL,32,11,7,23,9,0,0,179.3,144,67,16,97,116,3.36
truckvi01,1955,CHW,AL,32,13,8,26,7,3,0,175,176,77,19,61,91,3.96
consusa01,1955,CHW,AL,44,6,5,7,3,0,7,126.3,120,37,4,18,35,2.64
johnsco01,1955,CHW,AL,17,7,4,16,5,2,0,99,95,38,5,52,72,3.45
byrdha01,1955,CHW,AL,25,4,6,12,1,1,1,91,85,47,10,30,44,4.65
fornimi01,1955,CHW,AL,26,6,3,9,2,0,2,86.3,84,37,12,29,23,3.86
howeldi01,1955,CHW,AL,35,8,3,0,0,0,9,73.7,70,24,1,25,25,2.93
keegabo01,1955,CHW,AL,18,2,5,11,1,0,0,58.7,83,38,4,28,29,5.83
martimo01,1955,CHW,AL,37,2,3,0,0,0,2,52,50,21,4,20,22,3.63
dorisha01,1955,CHW,AL,13,2,0,0,0,0,1,17,16,3,0,9,6,1.59
chakabo01,1955,CHW,AL,7,0,0,0,0,0,0,12.3,11,2,2,6,6,1.46
papaial01,1955,CHW,AL,7,0,0,0,0,0,0,11.7,10,5,1,8,5,3.86
grayte01,1955,CHW,AL,2,0,0,1,0,0,0,3,9,6,0,2,1,18
nuxhajo01,1955,CIN,NL,50,17,12,33,14,5,3,257,240,99,25,78,98,3.47
fowlear01,1955,CIN,NL,46,11,10,28,8,3,2,207.7,198,90,20,63,94,3.9
klippjo01,1955,CIN,NL,39,9,10,14,3,2,0,138,120,52,13,60,68,3.39
colluja01,1955,CIN,NL,32,9,8,17,5,0,1,134,128,54,17,37,49,3.63
stalege01,1955,CIN,NL,30,5,8,18,2,0,0,119.7,146,62,22,28,40,4.66
minarru01,1955,CIN,NL,41,5,9,12,3,1,1,115.7,116,63,17,51,45,4.9
blackjo02,1955,CIN,NL,32,5,2,11,1,0,3,102.3,106,48,13,25,54,4.22
freemhe01,1955,CIN,NL,52,7,4,0,0,0,11,91.7,94,22,3,30,37,2.16
grossdo01,1955,CIN,NL,17,4,5,11,2,1,0,67.3,79,31,11,16,33,4.14
podbibu01,1955,CIN,NL,17,1,2,2,0,0,0,42,36,15,4,11,26,3.21
ridzist01,1955,CIN,NL,13,0,3,2,0,0,0,30,35,15,4,14,6,4.5
valenco01,1955,CIN,NL,10,2,1,5,0,0,0,26.7,29,22,5,16,14,7.43
hoopebo01,1955,CIN,NL,8,0,2,0,0,0,0,13,20,11,2,6,6,7.62
laneje01,1955,CIN,NL,8,0,2,0,0,0,1,11,11,6,2,6,5,4.91
pearcji01,1955,CIN,NL,2,0,1,1,0,0,0,3.3,8,4,0,0,0,10.8
fishema01,1955,CIN,NL,1,0,0,0,0,0,0,2.7,5,2,1,2,1,6.75
baczefr01,1955,CIN,NL,1,0,0,0,0,0,0,1,2,2,2,0,0,18
wynnea01,1955,CLE,AL,32,17,11,31,16,6,0,230,207,72,19,80,122,2.82
scorehe01,1955,CLE,AL,33,16,10,32,11,2,0,227.3,158,72,18,154,245,2.85
lemonbo01,1955,CLE,AL,35,18,10,31,5,0,2,211.3,218,91,17,74,100,3.88
garcimi01,1955,CLE,AL,38,11,13,31,6,2,3,210.7,230,94,17,56,120,4.02
houttar01,1955,CLE,AL,35,10,6,12,3,1,0,124.3,126,55,15,44,53,3.98
narlera01,1955,CLE,AL,60,9,1,1,1,0,19,111.7,91,46,11,52,94,3.71
fellebo01,1955,CLE,AL,25,4,4,11,2,1,0,83,71,32,7,31,25,3.47
mossido01,1955,CLE,AL,57,4,3,1,0,0,9,81.7,81,22,4,18,69,2.42
santijo01,1955,CLE,AL,17,2,0,0,0,0,0,32.7,31,9,1,14,19,2.48
maglisa01,1955,CLE,AL,10,0,2,2,0,0,2,25.7,26,11,0,7,11,3.86
wightbi01,1955,CLE,AL,17,0,0,0,0,0,1,24,24,7,0,9,9,2.63
aguirha01,1955,CLE,AL,4,2,0,1,1,1,0,12.7,6,2,0,12,6,1.42
daleybu01,1955,CLE,AL,2,0,1,1,0,0,0,7,10,5,1,1,2,6.43
newhoha01,1955,CLE,AL,2,0,0,0,0,0,0,2.3,1,0,0,4,1,0
grayte01,1955,CLE,AL,2,0,0,0,0,0,0,2,5,4,1,2,1,18
laryfr01,1955,DET,AL,36,14,15,31,16,2,1,235,232,81,10,89,98,3.1
garvene01,1955,DET,AL,33,12,16,32,16,1,0,230.7,251,102,21,67,83,3.98
hoeftbi01,1955,DET,AL,32,16,7,29,17,7,0,220,187,73,17,75,133,2.99
gromest01,1955,DET,AL,28,13,10,25,8,2,0,181,183,80,26,37,73,3.98
maasdu01,1955,DET,AL,18,5,6,16,5,2,0,86.7,91,47,7,50,42,4.88
birreba01,1955,DET,AL,36,4,3,3,1,0,3,80.3,77,37,9,29,28,4.15
aberal01,1955,DET,AL,39,6,3,1,0,0,3,80,86,30,9,28,37,3.37
bunniji01,1955,DET,AL,15,3,5,8,0,0,1,51,59,36,8,32,37,6.35
foytapa01,1955,DET,AL,22,0,1,1,0,0,0,49.7,48,29,4,36,38,5.26
cristle01,1955,DET,AL,20,0,1,1,0,0,0,36.7,37,13,1,14,9,3.19
zuverge01,1955,DET,AL,14,0,5,1,0,0,0,28.3,38,22,6,14,13,6.99
millebo03,1955,DET,AL,7,2,1,3,1,0,0,25.3,26,7,4,12,11,2.49
colemjo04,1955,DET,AL,17,2,1,0,0,0,3,25.3,22,9,1,14,5,3.2
marlodi01,1955,DET,AL,4,1,0,1,1,0,1,15,12,3,1,4,9,1.8
blackbu01,1955,DET,AL,3,1,1,2,1,1,0,14,12,2,0,8,7,1.29
fletcva01,1955,DET,AL,9,0,0,0,0,0,0,12,13,4,1,2,4,3
flowebe01,1955,DET,AL,4,0,0,0,0,0,0,6,5,4,1,2,2,6
froatbi01,1955,DET,AL,1,0,0,0,0,0,0,2,0,0,0,2,0,0
schulbo01,1955,DET,AL,1,0,0,0,0,0,0,1.3,2,3,0,2,0,20.25
ditmaar01,1955,KCA,AL,35,12,12,22,7,1,1,175.3,180,98,23,86,79,5.03
kellnal01,1955,KCA,AL,30,11,8,24,6,3,0,162.7,164,76,18,60,75,4.2
shantbo01,1955,KCA,AL,23,5,10,17,4,1,0,125,124,63,8,66,58,4.54
ceccaar01,1955,KCA,AL,31,4,7,16,3,1,0,123.7,123,73,20,71,68,5.31
portoar01,1955,KCA,AL,24,5,9,20,4,1,0,111.3,109,59,12,67,34,4.77
gormato02,1955,KCA,AL,57,7,6,0,0,0,18,109,98,43,11,36,46,3.55
raschvi01,1955,KCA,AL,20,4,6,18,1,0,0,101.3,132,61,10,35,38,5.42
boyercl01,1955,KCA,AL,30,5,5,11,2,0,0,98.3,107,68,21,69,32,6.22
herbera01,1955,KCA,AL,23,1,8,11,2,0,0,87.7,99,61,10,40,30,6.26
harribi02,1955,KCA,AL,34,3,3,1,0,0,2,76.7,69,35,6,41,26,4.11
sainjo01,1955,KCA,AL,25,2,5,0,0,0,1,44.7,54,27,10,10,12,5.44
grayjo01,1955,KCA,AL,8,0,3,5,0,0,0,26.7,28,19,2,24,11,6.41
sleatlo01,1955,KCA,AL,16,1,1,1,0,0,0,25.7,33,22,3,21,11,7.71
kumemi01,1955,KCA,AL,6,0,2,4,0,0,0,23.7,35,21,1,15,7,7.99
fricama01,1955,KCA,AL,10,0,0,0,0,0,0,20,19,7,2,9,5,3.15
craddwa01,1955,KCA,AL,4,0,2,2,0,0,0,15,18,13,3,10,9,7.8
keriagu01,1955,KCA,AL,5,0,1,1,0,0,0,11.7,15,16,4,7,8,12.34
burtsmo01,1955,KCA,AL,7,2,0,0,0,0,0,11.3,17,13,0,10,9,10.32
tricebo01,1955,KCA,AL,4,0,0,0,0,0,0,10,14,10,4,6,2,9
bishoch01,1955,KCA,AL,4,1,0,0,0,0,0,6.7,6,4,1,8,4,5.4
blackew01,1955,KCA,AL,2,0,1,0,0,0,0,4,3,3,1,5,2,6.75
spicebo01,1955,KCA,AL,2,0,0,0,0,0,0,2.7,9,10,2,4,2,33.75
coxgl01,1955,KCA,AL,2,0,2,2,0,0,0,2.3,11,8,0,1,2,30.86
vanbroz01,1955,KCA,AL,2,0,0,0,0,0,0,2,4,4,1,2,1,18
wheatle01,1955,KCA,AL,3,0,0,0,0,0,0,2,8,5,1,3,1,22.5
dixonso01,1955,KCA,AL,2,0,0,0,0,0,0,1.7,6,3,1,0,0,16.2
wilsobi02,1955,KCA,AL,1,0,0,0,0,0,0,1,1,0,0,1,1,0
spahnwa01,1955,MLN,NL,39,17,14,32,16,1,1,245.7,249,89,25,65,110,3.26
burdele01,1955,MLN,NL,42,13,8,33,11,2,0,230,253,103,25,73,70,4.03
buhlbo01,1955,MLN,NL,38,13,11,27,11,1,1,201.7,168,72,13,109,117,3.21
conlege01,1955,MLN,NL,22,11,7,21,10,0,0,158,152,73,23,52,107,4.16
nichoch02,1955,MLN,NL,34,9,8,21,6,0,1,144,139,64,20,67,44,4
cronera01,1955,MLN,NL,33,10,9,15,6,1,0,140.3,117,54,11,42,76,3.46
johnser02,1955,MLN,NL,40,5,7,2,0,0,4,92,81,35,5,55,43,3.42
jollyda01,1955,MLN,NL,36,2,3,0,0,0,1,58.3,58,37,6,51,23,5.71
robinhu01,1955,MLN,NL,13,3,1,2,1,0,2,38,31,13,1,25,19,3.08
paineph01,1955,MLN,NL,15,2,0,0,0,0,0,25.3,20,7,2,14,26,2.49
vargaro01,1955,MLN,NL,25,0,0,0,0,0,2,24.7,39,24,4,14,13,8.76
jayjo01,1955,MLN,NL,12,0,0,1,0,0,0,19,23,10,2,13,3,4.74
edelmjo01,1955,MLN,NL,5,0,0,0,0,0,0,5.7,7,7,0,8,3,11.12
gorinch01,1955,MLN,NL,2,0,0,0,0,0,0,0.3,1,2,0,3,0,54
kosloda01,1955,MLN,NL,1,0,1,0,0,0,0,0,1,0,1,0,0,0
antonjo02,1955,NYG,NL,38,14,16,34,14,2,1,235.3,206,87,24,82,143,3.33
hearnji01,1955,NYG,NL,39,14,16,33,11,1,0,226.7,225,94,27,66,86,3.73
gomezru01,1955,NYG,NL,33,9,10,31,9,3,1,185.3,207,94,20,63,79,4.56
maglisa01,1955,NYG,NL,23,9,5,21,6,0,0,129.7,142,54,18,48,71,3.75
liddldo01,1955,NYG,NL,33,10,4,13,4,0,1,106.3,97,50,18,61,56,4.23
wilheho01,1955,NYG,NL,59,4,1,0,0,0,0,103,104,45,10,40,71,3.93
mccalwi01,1955,NYG,NL,42,6,5,6,4,0,3,95,86,39,8,37,50,3.69
monzara01,1955,NYG,NL,28,4,8,12,3,0,0,94.7,98,42,11,43,54,3.99
grissma01,1955,NYG,NL,55,5,4,0,0,0,8,89.3,76,29,6,41,49,2.92
gielpa01,1955,NYG,NL,34,4,4,2,0,0,0,82.3,70,31,8,50,47,3.39
corwial01,1955,NYG,NL,13,0,1,0,0,0,0,24.7,25,11,3,17,13,4.01
burnspe01,1955,NYG,NL,2,1,0,2,1,0,0,12.7,10,4,1,9,2,2.84
spencge01,1955,NYG,NL,1,0,0,0,0,0,0,1.7,1,1,1,3,0,5.4
fordwh01,1955,NYY,AL,39,18,7,33,18,5,2,253.7,188,74,20,113,137,2.63
turlebo01,1955,NYY,AL,36,17,13,34,13,6,1,246.7,168,84,16,177,210,3.06
byrneto01,1955,NYY,AL,27,16,5,22,9,3,2,160,137,56,12,87,76,3.15
kucksjo01,1955,NYY,AL,29,8,7,13,3,1,0,126.7,122,48,8,44,49,3.41
larsedo01,1955,NYY,AL,19,9,2,13,5,1,2,97,81,33,8,51,44,3.06
grimbo01,1955,NYY,AL,26,7,5,11,1,1,4,92.3,81,43,9,42,63,4.19
lopated01,1955,NYY,AL,16,4,8,12,3,1,0,86.7,101,36,12,16,24,3.74
konstji01,1955,NYY,AL,45,7,2,0,0,0,11,73.7,68,19,5,24,19,2.32
morgato01,1955,NYY,AL,40,7,3,1,0,0,10,72,72,26,3,24,17,3.25
sturdto01,1955,NYY,AL,33,1,3,1,0,0,0,68.3,48,24,6,42,48,3.16
wieslbo01,1955,NYY,AL,16,0,2,7,0,0,0,53,39,23,1,49,22,3.91
colemri01,1955,NYY,AL,10,2,1,6,0,0,1,29,40,17,2,16,15,5.28
sainjo01,1955,NYY,AL,3,0,0,0,0,0,0,5.3,6,4,4,1,5,6.75
schalar01,1955,NYY,AL,2,0,0,0,0,0,0,3,4,2,1,1,2,6
grayte01,1955,NYY,AL,1,0,0,1,0,0,0,3,3,1,0,0,1,3
stalege01,1955,NYY,AL,2,0,0,0,0,0,0,2,5,3,1,1,0,13.5
roberro01,1955,PHI,NL,41,23,14,38,26,1,3,305,292,111,41,53,160,3.28
dicksmu01,1955,PHI,NL,36,12,11,28,12,4,0,216,190,84,27,82,92,3.5
wehmehe01,1955,PHI,NL,31,10,12,29,10,1,0,193.7,176,95,21,67,85,4.41
simmocu01,1955,PHI,NL,25,8,8,22,3,0,0,130,148,71,15,50,58,4.92
meyerja01,1955,PHI,NL,50,6,11,5,0,0,16,110.3,75,42,14,66,97,3.43
millebo02,1955,PHI,NL,40,8,4,0,0,0,1,89.7,80,24,6,28,28,2.41
rogovsa01,1955,PHI,NL,12,5,3,11,5,2,0,73,60,25,3,17,27,3.08
negraro01,1955,PHI,NL,19,4,3,10,2,0,0,71.7,71,28,13,21,30,3.52
kippeth01,1955,PHI,NL,24,0,1,0,0,0,0,39.7,47,22,4,22,15,4.99
mroziro01,1955,PHI,NL,22,0,2,1,0,0,1,34.3,38,25,2,19,18,6.55
kuzavbo01,1955,PHI,NL,17,1,0,4,0,0,0,32.3,47,26,5,12,13,7.24
coleda01,1955,PHI,NL,7,0,3,3,0,0,0,18.3,21,13,3,14,6,6.38
lovenly01,1955,PHI,NL,14,0,1,0,0,0,0,18,17,9,1,10,14,4.5
ridzist01,1955,PHI,NL,3,0,1,1,0,0,0,11,7,3,1,8,6,2.45
owensji01,1955,PHI,NL,3,0,2,2,0,0,0,8.7,13,8,2,7,6,8.31
sprinja01,1955,PHI,NL,2,0,1,0,0,0,0,2.7,2,2,2,1,2,6.75
greenbo01,1955,PHI,NL,1,0,0,0,0,0,0,2.3,7,4,1,0,0,15.43
lawve01,1955,PIT,NL,43,10,10,24,8,1,1,200.7,221,85,19,61,82,3.81
frienbo01,1955,PIT,NL,44,14,9,20,9,2,2,200.3,178,63,18,52,98,2.83
surkoma01,1955,PIT,NL,35,7,14,22,5,0,2,166.3,194,103,23,78,84,5.57
klinero01,1955,PIT,NL,36,6,13,19,2,1,2,136.7,161,63,13,53,48,4.15
littldi01,1955,PIT,NL,35,5,12,17,4,1,0,130,148,74,15,68,70,5.12
facero01,1955,PIT,NL,42,5,7,10,4,0,5,125.7,128,50,10,40,84,3.58
donosli01,1955,PIT,NL,25,4,6,9,3,0,1,95,106,56,16,35,38,5.31
halldi01,1955,PIT,NL,15,6,6,13,4,0,1,94.3,92,41,8,28,46,3.91
purkebo01,1955,PIT,NL,14,2,7,10,2,0,1,67.7,77,40,5,25,24,5.32
kingne01,1955,PIT,NL,17,1,3,4,0,0,0,54.3,60,18,2,14,21,2.98
wadebe01,1955,PIT,NL,11,0,1,1,0,0,1,28,26,10,3,14,7,3.21
peppela01,1955,PIT,NL,14,0,1,1,0,0,0,20,30,23,5,25,7,10.35
bowmaro01,1955,PIT,NL,7,0,3,2,0,0,0,16.7,25,16,2,10,8,8.64
grunwal01,1955,PIT,NL,3,0,0,0,0,0,0,7.7,7,4,1,7,2,4.7
martipa02,1955,PIT,NL,7,0,1,1,0,0,0,7,13,11,0,17,3,14.14
waterfr02,1955,PIT,NL,2,0,0,0,0,0,0,5,7,2,1,2,0,3.6
thiesja01,1955,PIT,NL,1,0,1,1,0,0,0,3.7,5,2,0,3,0,4.91
swansre01,1955,PIT,NL,1,0,0,0,0,0,0,2,2,4,1,3,0,18
bellbi01,1955,PIT,NL,1,0,0,0,0,0,0,1,0,0,0,1,0,0
haddiha01,1955,STL,NL,37,12,16,30,9,2,1,208,216,103,27,62,150,4.46
jacksla01,1955,STL,NL,37,9,14,25,4,1,2,177.3,189,85,25,72,88,4.31
arroylu01,1955,STL,NL,35,11,8,24,9,1,0,159,162,74,22,63,68,4.19
poholto01,1955,STL,NL,30,9,11,24,8,2,0,151,143,64,26,35,66,3.81
schmiwi01,1955,STL,NL,20,7,6,15,8,1,0,129.7,89,40,7,57,86,2.78
lawrebr01,1955,STL,NL,46,3,8,10,2,1,1,96,102,70,11,58,52,6.56
lapalpa01,1955,STL,NL,56,4,3,0,0,0,3,91.7,76,28,10,34,39,2.75
wooldfl01,1955,STL,NL,18,2,4,8,2,0,0,57.7,64,31,9,27,14,4.84
jonesgo01,1955,STL,NL,15,1,4,9,0,0,0,57,66,37,10,28,46,5.84
smithfr06,1955,STL,NL,28,3,1,0,0,0,1,39,27,14,3,23,17,3.23
wrighme01,1955,STL,NL,29,2,2,0,0,0,1,36.3,44,25,4,9,18,6.19
tiefebo01,1955,STL,NL,18,1,4,0,0,0,0,32.7,31,16,6,10,16,4.41
schulba01,1955,STL,NL,19,1,2,0,0,0,4,29.7,28,26,5,15,19,7.89
flowebe01,1955,STL,NL,4,1,0,4,0,0,0,27.3,27,11,1,12,19,3.62
moforhe01,1955,STL,NL,14,1,1,1,0,0,2,24,29,21,5,15,8,7.88
mackijo01,1955,STL,NL,8,0,1,1,0,0,0,20.7,24,18,3,10,8,7.84
mcdanli01,1955,STL,NL,4,0,0,2,0,0,0,19,22,10,4,7,7,4.74
getteal01,1955,STL,NL,8,1,0,0,0,0,0,17,26,17,6,10,7,9
jacobto01,1955,STL,NL,1,0,0,0,0,0,0,2,6,4,1,1,1,18
raschvi01,1955,STL,NL,1,0,1,1,0,0,0,1.7,5,4,0,1,1,21.6
byrdha01,1955,TOT,AL,39,7,8,20,2,2,2,156.3,149,80,17,58,69,4.61
maglisa01,1955,TOT,ZZ,33,9,7,23,6,0,2,155.3,168,65,18,55,82,3.76
rogovsa01,1955,TOT,ZZ,26,6,11,23,6,2,0,144,139,61,8,44,62,3.81
wightbi01,1955,TOT,AL,36,6,8,14,8,2,3,141.3,135,39,6,48,63,2.48
lopated01,1955,TOT,AL,26,7,12,19,4,1,0,135.7,158,59,20,25,34,3.91
stalege01,1955,TOT,ZZ,32,5,8,18,2,0,0,121.7,151,65,23,29,40,4.81
blackjo02,1955,TOT,NL,38,6,2,11,1,0,3,117.7,121,53,14,30,63,4.05
zuverge01,1955,TOT,AL,42,4,8,6,0,0,4,114.7,118,43,11,31,44,3.37
raschvi01,1955,TOT,ZZ,21,4,7,19,1,0,0,103,137,65,10,36,39,5.68
freemhe01,1955,TOT,ZZ,54,7,4,0,0,0,11,93.3,95,22,3,31,38,2.12
schalar01,1955,TOT,AL,32,3,5,6,1,0,0,83.3,96,39,3,43,35,4.21
dorisha01,1955,TOT,AL,48,5,3,1,0,0,7,82.7,74,26,4,37,28,2.83
chakabo01,1955,TOT,AL,36,2,3,0,0,0,0,67,66,34,6,31,34,4.57
brownha01,1955,TOT,AL,17,1,4,5,1,0,0,61,53,27,5,28,28,3.98
sainjo01,1955,TOT,AL,28,2,5,0,0,0,1,50,60,31,14,11,17,5.58
kuzavbo01,1955,TOT,ZZ,23,1,1,5,0,0,0,44.7,57,31,5,16,18,6.26
ridzist01,1955,TOT,NL,16,0,4,3,0,0,0,41,42,18,5,22,12,3.95
colemjo04,1955,TOT,AL,23,2,2,2,0,0,3,37,41,23,6,24,9,5.59
flowebe01,1955,TOT,ZZ,8,1,0,4,0,0,0,33.3,32,15,2,14,21,4.05
grayte01,1955,TOT,AL,14,1,2,3,0,0,0,23.3,38,25,4,15,11,9.66
stonede01,1955,WSH,AL,43,6,13,24,5,1,1,180,180,83,14,114,84,4.15
portebo01,1955,WSH,AL,30,10,17,27,8,2,0,178,197,88,14,54,74,4.45
schmijo01,1955,WSH,AL,32,7,10,21,6,1,1,165,187,68,8,54,49,3.71
mcdermi03,1955,WSH,AL,31,10,10,20,8,1,1,156,140,65,9,100,78,3.75
stobbch01,1955,WSH,AL,41,4,14,16,2,0,3,140.3,169,78,13,57,60,5
ramospe01,1955,WSH,AL,45,5,11,9,3,1,5,130,121,56,13,39,34,3.88
pascuca02,1955,WSH,AL,43,2,12,16,1,0,3,129,158,88,5,70,82,6.14
abernte02,1955,WSH,AL,40,5,9,14,3,2,0,119.3,136,79,9,67,79,5.96
sheasp01,1955,WSH,AL,27,2,2,4,1,1,2,56.3,53,25,4,27,16,3.99
chakabo01,1955,WSH,AL,29,2,3,0,0,0,0,54.7,55,32,4,25,28,5.27
clarkwe01,1955,WSH,AL,7,0,0,2,0,0,0,21.3,17,11,2,14,9,4.64
stewabu02,1955,WSH,AL,7,0,0,1,0,0,0,15.3,18,7,0,6,10,4.11
curribi01,1955,WSH,AL,3,0,0,0,0,0,0,4.3,7,6,3,2,2,12.46
gonzavi01,1955,WSH,AL,1,0,0,0,0,0,0,2,6,6,0,3,1,27
hydedi01,1955,WSH,AL,3,0,0,0,0,0,0,2,2,1,0,1,1,4.5
klinebo02,1955,WSH,AL,1,0,0,0,0,0,0,1,4,3,1,1,0,27
moorera02,1956,BAL,AL,32,12,7,27,9,1,0,185,161,86,12,99,105,4.18
johnsco01,1956,BAL,AL,26,9,10,25,9,2,0,183.7,165,70,12,62,130,3.43
wightbi01,1956,BAL,AL,35,9,12,26,7,1,0,174.7,198,78,7,72,84,4.02
brownha01,1956,BAL,AL,35,9,7,14,4,1,2,151.7,142,68,18,37,57,4.04
palicer01,1956,BAL,AL,29,4,11,14,2,0,0,116.3,117,58,10,50,62,4.49
fornimi01,1956,BAL,AL,30,4,7,11,1,1,1,111,109,49,7,25,53,3.97
ferrado01,1956,BAL,AL,36,4,10,14,3,1,2,102,86,57,8,64,81,5.03
zuverge01,1956,BAL,AL,62,7,6,0,0,0,16,97.3,112,45,6,34,33,4.16
loesbi01,1956,BAL,AL,21,2,7,6,1,0,3,56.7,65,30,4,23,22,4.76
wilsoji02,1956,BAL,AL,7,4,2,7,1,0,0,48.3,49,27,5,16,31,5.03
schmijo01,1956,BAL,AL,18,0,3,3,0,0,0,38.3,49,17,3,14,15,3.99
dorisha01,1956,BAL,AL,13,0,0,0,0,0,0,19.7,22,9,3,3,4,4.12
besanfr01,1956,BAL,AL,7,1,0,2,0,0,0,17.7,22,11,0,14,7,5.6
beamoch01,1956,BAL,AL,2,2,0,1,1,1,0,13,9,2,0,8,14,1.38
moellro01,1956,BAL,AL,4,0,1,1,0,0,0,8.7,10,4,0,3,2,4.15
consusa01,1956,BAL,AL,4,1,1,1,0,0,0,8.7,10,4,2,2,1,4.15
o'delbi01,1956,BAL,AL,4,0,0,1,0,0,0,8,6,1,0,6,6,1.13
heldme01,1956,BAL,AL,4,0,0,0,0,0,0,7,7,4,1,3,4,5.14
birreba01,1956,BAL,AL,4,0,0,0,0,0,0,5.3,9,4,0,1,1,6.75
martimo01,1956,BAL,AL,9,1,1,0,0,0,0,5,10,6,1,2,3,10.8
harribo02,1956,BAL,AL,1,0,0,1,0,0,0,1.7,3,3,0,5,0,16.2
werlege01,1956,BAL,AL,1,0,0,0,0,0,0,1,1,1,0,2,0,9
sundigo01,1956,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,2,0,0
breweto01,1956,BOS,AL,32,19,9,32,15,4,0,244.3,200,95,14,112,127,3.5
sullifr01,1956,BOS,AL,34,14,7,33,12,1,0,242,253,92,22,82,116,3.42
nixonwi01,1956,BOS,AL,23,9,8,22,9,1,0,145.3,142,68,9,57,74,4.21
sisleda01,1956,BOS,AL,39,9,8,14,3,0,3,142.3,120,73,13,72,93,4.62
parneme01,1956,BOS,AL,21,7,6,20,6,1,0,131.3,129,55,13,59,41,3.77
delocik01,1956,BOS,AL,48,13,7,8,1,0,9,128.3,122,60,12,80,105,4.21
portebo01,1956,BOS,AL,25,3,12,18,4,1,0,126,127,72,21,64,53,5.14
hurdto01,1956,BOS,AL,40,3,4,0,0,0,5,76,84,45,5,47,34,5.33
suscege02,1956,BOS,AL,21,2,4,6,0,0,0,69.7,71,48,14,44,26,6.2
kielyle01,1956,BOS,AL,23,2,2,0,0,0,3,31.3,47,18,1,14,9,5.17
baumafr01,1956,BOS,AL,7,2,1,1,0,0,0,24.7,22,9,3,14,18,3.28
dorisha01,1956,BOS,AL,15,0,2,0,0,0,0,22.7,23,9,1,10,11,3.57
minarru01,1956,BOS,AL,3,1,0,1,0,0,0,9.7,9,3,2,8,5,2.79
schmijo01,1956,BOS,AL,2,0,0,0,0,0,0,4.3,5,0,0,4,0,0
newcodo01,1956,BRO,NL,38,27,7,36,18,5,0,268,219,91,33,46,139,3.06
craigro01,1956,BRO,NL,35,12,11,32,8,2,1,199,169,82,25,87,109,3.71
maglisa01,1956,BRO,NL,28,13,5,26,9,3,0,191,154,61,21,52,108,2.87
erskica01,1956,BRO,NL,31,13,11,28,8,1,0,186.3,189,88,25,57,95,4.25
labincl01,1956,BRO,NL,62,10,6,3,1,0,19,115.7,111,43,11,39,75,3.35
drysddo01,1956,BRO,NL,25,5,5,12,2,0,0,99,95,29,9,31,55,2.64
roebued01,1956,BRO,NL,43,5,4,0,0,0,1,89.3,83,39,15,29,60,3.93
bessedo01,1956,BRO,NL,38,4,3,0,0,0,9,79.3,63,22,5,31,52,2.5
koufasa01,1956,BRO,NL,16,2,4,10,0,0,0,58.7,66,32,10,29,30,4.91
lehmake01,1956,BRO,NL,25,2,3,4,0,0,0,49.3,65,31,11,23,29,5.66
templch01,1956,BRO,NL,6,0,1,2,0,0,0,16.3,20,12,2,10,8,6.61
hugheji02,1956,BRO,NL,5,0,0,0,0,0,0,12,10,7,3,4,8,5.25
brancra01,1956,BRO,NL,1,0,0,0,0,0,0,2,1,0,0,2,2,0
loesbi01,1956,BRO,NL,1,0,1,1,0,0,0,1.3,5,6,1,1,2,40.5
darnebo01,1956,BRO,NL,1,0,0,0,0,0,0,1.3,1,0,0,0,0,0
rushbo01,1956,CHC,NL,32,13,10,32,13,1,0,239.7,210,85,30,59,104,3.19
jonessa02,1956,CHC,NL,33,9,14,28,8,2,0,188.7,155,82,21,115,176,3.91
hackewa02,1956,CHC,NL,34,3,13,24,4,0,0,168,190,87,28,44,65,4.66
kaisedo01,1956,CHC,NL,27,4,9,22,5,1,0,150.3,144,60,15,52,74,3.59
davisji01,1956,CHC,NL,46,5,7,11,2,1,2,120.3,116,49,11,59,66,3.66
lowntu01,1956,CHC,NL,61,9,8,0,0,0,13,110.7,95,44,10,78,74,3.58
valenvi01,1956,CHC,NL,42,6,4,2,0,0,1,95.3,84,40,10,36,26,3.78
brosnji01,1956,CHC,NL,30,5,9,10,1,1,1,95,95,40,9,45,51,3.79
meyerru01,1956,CHC,NL,20,1,6,9,0,0,0,57,71,40,11,26,28,6.32
drabomo01,1956,CHC,NL,9,2,4,7,3,0,0,51,37,14,1,39,36,2.47
